m_slr,m_ne,cross,error
403,108,0.0001571,2.328e-07
403,164,0.0001558,2.301e-07
403,208,0.0001553,2.525e-07
403,293,0.000149,2.082e-07
403,313,0.0001447,1.815e-07
403,319,0.0001433,2.059e-07
403,345,0.0001299,1.676e-07
403,48,0.0001571,2.159e-07
403,76,0.0001574,2.416e-07
403,89,0.0001573,2.155e-07
404,11,0.0001562,2.961e-07
404,174,0.0001549,2.159e-07
404,199,0.000154,2.173e-07
404,24,0.0001561,2.063e-07
404,340,0.0001331,1.875e-07
404,345,0.0001295,1.889e-07
404,35,0.0001556,2.259e-07
404,53,0.0001558,2.235e-07
404,69,0.0001559,2.192e-07
404,78,0.0001558,2.305e-07
404,80,0.0001559,2.272e-07
404,95,0.0001557,2.212e-07
405,12,0.0001547,2.268e-07
405,123,0.0001543,2.224e-07
405,147,0.0001539,2.076e-07
405,189,0.0001532,2.564e-07
405,201,0.000153,2.092e-07
405,209,0.000153,1.809e-07
405,217,0.0001527,2.166e-07
405,225,0.0001522,1.83e-07
405,236,0.0001519,2.181e-07
405,288,0.0001476,2.259e-07
405,38,0.0001545,2.088e-07
405,82,0.0001546,2.606e-07
405,86,0.0001547,2.276e-07
406,218,0.0001512,2.38e-07
406,221,0.000151,2.001e-07
406,270,0.0001481,2.516e-07
406,308,0.0001433,2.098e-07
406,328,0.0001375,1.798e-07
406,42,0.0001536,2.017e-07
406,58,0.0001536,2.255e-07
406,59,0.0001535,2.163e-07
406,71,0.000153,1.986e-07
406,82,0.0001535,2.233e-07
406,90,0.0001531,2.122e-07
407,105,0.0001521,2.516e-07
407,109,0.0001517,2.025e-07
407,111,0.0001522,2.188e-07
407,118,0.000152,2.18e-07
407,143,0.0001515,2.214e-07
407,158,0.0001515,2.462e-07
407,203,0.0001503,2.19e-07
407,212,0.0001506,2.554e-07
407,294,0.0001441,1.978e-07
407,306,0.0001426,1.851e-07
407,313,0.0001411,2.009e-07
407,39,0.0001523,2.352e-07
407,60,0.0001521,2.078e-07
407,73,0.0001523,2.191e-07
407,83,0.0001521,2.014e-07
408,108,0.0001507,1.802e-07
408,144,0.0001505,2.15e-07
408,191,0.0001495,1.716e-07
408,219,0.0001486,2.117e-07
408,231,0.0001483,1.897e-07
408,249,0.0001474,2.231e-07
408,281,0.0001449,1.804e-07
408,286,0.0001443,2.142e-07
408,318,0.0001388,1.888e-07
408,341,0.0001296,1.913e-07
408,75,0.0001509,2.153e-07
408,96,0.0001507,2.261e-07
409,109,0.0001494,2.137e-07
409,125,0.0001494,2.018e-07
409,148,0.0001492,1.935e-07
409,285,0.0001438,2.144e-07
409,293,0.0001426,2.225e-07
409,299,0.0001415,2.096e-07
409,305,0.0001407,1.846e-07
409,33,0.00015,2.145e-07
409,56,0.0001499,2.044e-07
409,68,0.00015,1.986e-07
410,101,0.0001487,1.956e-07
410,103,0.0001483,2.072e-07
410,107,0.0001241,1.869e-07
410,121,0.0001481,2.069e-07
410,129,0.0001479,1.97e-07
410,15,0.0001487,2.047e-07
410,18,0.0001489,2.07e-07
410,191,0.0001473,1.818e-07
410,193,0.0001473,1.767e-07
410,296,0.0001412,1.835e-07
410,298,0.0001406,2.097e-07
410,33,0.0001492,2.295e-07
410,44,0.0001488,2.245e-07
410,53,0.0001485,2.338e-07
410,64,0.0001487,2.056e-07
411,108,0.0001473,2.008e-07
411,116,0.0001473,2.139e-07
411,194,0.000146,2.191e-07
411,211,0.0001456,2.139e-07
411,236,0.0001449,1.955e-07
411,248,0.0001445,2.096e-07
411,26,0.0001475,2.095e-07
411,28,0.0001473,2.12e-07
411,324,0.0001344,2.127e-07
411,41,0.0001473,1.828e-07
411,69,0.0001475,2.251e-07
412,128,0.0001459,2.261e-07
412,133,0.0001459,2.309e-07
412,155,0.0001457,2.224e-07
412,159,0.0001452,2.461e-07
412,166,0.0001454,2.204e-07
412,17,0.0001466,2.481e-07
412,238,0.0001434,2.057e-07
412,241,0.0001432,2.02e-07
412,288,0.00014,2.27e-07
412,292,0.0001395,2.006e-07
412,69,0.0001464,1.859e-07
413,159,0.0001442,2.011e-07
413,251,0.0001417,1.728e-07
413,260,0.0001415,2.136e-07
413,30,0.0001457,2.08e-07
413,35,0.0001452,2.151e-07
413,77,0.0001455,2.283e-07
414,10,0.001148,1.554e-06
414,17,0.0001441,1.727e-07
414,194,0.0001426,2.381e-07
414,200,0.0001423,2.081e-07
414,233,0.0001415,2.036e-07
414,287,0.0001382,2.033e-07
414,314,0.0001337,1.704e-07
414,34,0.0001442,2.209e-07
414,54,0.0001437,2.002e-07
414,55,0.0001442,1.969e-07
415,101,0.0001428,2.324e-07
415,130,0.0001425,1.898e-07
415,14,0.0001432,2.189e-07
415,23,0.0001427,2.063e-07
415,245,0.0001401,1.98e-07
415,247,0.00014,1.84e-07
415,292,0.0001364,1.956e-07
415,308,0.0001343,2.083e-07
415,314,0.0001331,1.912e-07
415,32,0.0001428,2.014e-07
416,102,0.0001413,2.045e-07
416,137,0.0001414,2.215e-07
416,176,0.0001408,2.294e-07
416,280,0.0001364,1.804e-07
416,281,0.0001366,2.118e-07
416,286,0.0001358,1.595e-07
416,31,0.0001419,1.807e-07
416,46,0.0001418,1.86e-07
416,61,0.0001418,2.177e-07
416,94,0.0001419,2.579e-07
417,108,0.0001404,2.003e-07
417,129,0.0001403,2.007e-07
417,14,0.0001405,1.918e-07
417,153,0.0001399,2.053e-07
417,174,0.0001397,2.18e-07
417,194,0.0001395,1.776e-07
417,20,0.0001411,1.879e-07
417,201,0.000139,1.874e-07
417,240,0.0001379,1.846e-07
417,294,0.000134,1.78e-07
417,54,0.0001409,2.027e-07
417,77,0.0001408,1.972e-07
417,88,0.0001406,1.842e-07
417,94,0.0001408,1.79e-07
417,98,0.0001405,1.853e-07
418,101,0.0001392,1.84e-07
418,107,0.0001394,1.646e-07
418,127,0.0001391,2.087e-07
418,158,0.0001389,1.741e-07
418,181,0.0001385,1.777e-07
418,20,0.0001397,1.825e-07
418,215,0.0001379,2.012e-07
418,28,0.0001394,2.012e-07
418,280,0.0001342,2.057e-07
418,295,0.0001331,1.738e-07
418,318,0.0001293,1.908e-07
418,336,0.0001246,1.882e-07
418,80,0.0001394,1.815e-07
419,106,0.0001383,1.977e-07
419,11,0.0001384,2.08e-07
419,14,0.0001388,2.108e-07
419,16,0.0001387,1.94e-07
419,185,0.0001372,1.968e-07
419,198,0.0001371,1.976e-07
419,263,0.0001343,2.126e-07
419,268,0.0001344,1.855e-07
419,302,0.0001315,1.776e-07
419,316,0.0001292,1.608e-07
419,341,0.0001217,1.612e-07
420,103,0.0001373,1.836e-07
420,108,0.0001374,1.89e-07
420,114,0.0001373,1.972e-07
420,16,0.0001376,1.633e-07
420,164,0.0001365,2.076e-07
420,21,0.0001376,1.954e-07
420,22,0.0001376,1.924e-07
420,330,0.000125,1.652e-07
420,38,0.0001371,1.993e-07
420,53,0.0001372,2.011e-07
420,61,0.0001377,2.022e-07
420,73,0.0001374,1.893e-07
420,93,0.0001374,2.323e-07
421,128,0.0001361,1.94e-07
421,17,0.0001364,2.058e-07
421,243,0.0001336,1.976e-07
421,283,0.0001316,2.129e-07
421,317,0.0001269,2.017e-07
421,37,0.0001363,2.137e-07
421,38,0.0001367,2.026e-07
421,57,0.0001364,1.874e-07
421,91,0.000136,2.046e-07
422,101,0.0001351,2.084e-07
422,12,0.0001351,2.329e-07
422,13,0.0001354,1.875e-07
422,140,0.000135,1.794e-07
422,190,0.000134,2.075e-07
422,20,0.0001354,2.21e-07
422,218,0.0001332,2.042e-07
422,229,0.0001329,1.853e-07
422,284,0.0001301,2.025e-07
422,29,0.0001353,2.084e-07
422,324,0.0001247,1.796e-07
422,75,0.000135,1.838e-07
423,100,0.0001341,1.877e-07
423,101,0.0001341,1.8e-07
423,137,0.0001337,1.859e-07
423,143,0.0001339,1.81e-07
423,177,0.0001334,1.741e-07
423,192,0.0001332,1.954e-07
423,209,0.0001323,1.985e-07
423,268,0.0001304,2.028e-07
423,322,0.0001243,1.756e-07
423,328,0.0001232,1.874e-07
423,334,0.0001215,1.751e-07
423,55,0.0001343,2.012e-07
423,82,0.0001342,2.048e-07
424,101,0.000133,2.228e-07
424,245,0.0001304,1.751e-07
424,27,0.0005458,6.546e-07
424,301,0.0001264,1.741e-07
424,314,0.0001246,1.842e-07
424,36,0.0001333,2.115e-07
424,58,0.0001335,1.932e-07
424,60,0.0001332,1.944e-07
424,71,0.0001334,1.818e-07
424,94,0.0001333,1.855e-07
425,156,0.0001315,1.996e-07
425,171,0.0001311,2.18e-07
425,21,0.0001325,2.092e-07
425,226,0.0001301,1.861e-07
425,71,0.0001324,1.581e-07
425,75,0.0001321,1.818e-07
425,82,0.0001321,1.962e-07
426,133,0.0001307,1.86e-07
426,136,0.0001303,1.799e-07
426,239,0.0001289,1.783e-07
426,244,0.0001285,1.756e-07
426,71,0.0001313,1.868e-07
427,114,0.00013,1.982e-07
427,133,0.0001296,1.808e-07
427,135,0.0001298,1.768e-07
427,209,0.0001286,1.564e-07
427,37,0.0001303,2.057e-07
427,80,0.00013,2.054e-07
427,81,0.00013,2.116e-07
428,104,0.0001289,1.962e-07
428,191,0.0001281,2.028e-07
428,248,0.0001264,1.721e-07
428,32,0.0001292,1.721e-07
428,39,0.0001293,1.857e-07
428,76,0.0001292,1.886e-07
429,108,0.0001278,1.902e-07
429,173,0.0001274,1.68e-07
429,240,0.0001259,1.79e-07
429,244,0.0001257,1.747e-07
429,25,0.0001281,1.895e-07
429,310,0.0001208,1.73e-07
429,335,0.0001166,1.781e-07
429,341,0.0001149,1.67e-07
429,346,0.0001133,1.59e-07
429,82,0.0001283,1.966e-07
429,91,0.000128,1.783e-07
429,92,0.0001281,1.963e-07
430,147,0.0001267,1.765e-07
430,54,0.0001271,1.951e-07
430,66,0.0001274,1.928e-07
430,90,0.0001271,1.96e-07
431,100,0.000126,1.753e-07
431,148,0.0001257,2.05e-07
431,22,0.0001261,1.802e-07
431,245,0.0001238,1.846e-07
431,260,0.0001227,1.814e-07
431,30,0.0001263,1.784e-07
431,321,0.0001173,1.513e-07
431,335,0.000115,1.783e-07
431,339,0.0001142,1.318e-07
431,341,0.0001134,1.585e-07
431,347,0.0001119,1.507e-07
431,39,0.0001263,1.751e-07
431,60,0.000126,1.799e-07
432,100,0.0001251,1.981e-07
432,158,0.0001245,1.874e-07
432,170,0.0001246,1.841e-07
432,195,0.000124,1.908e-07
432,295,0.0001198,1.611e-07
432,305,0.000119,1.634e-07
432,314,0.0001179,1.647e-07
432,319,0.0001169,1.611e-07
432,49,0.0001255,1.841e-07
432,78,0.0001251,1.601e-07
432,84,0.0001252,1.93e-07
433,108,0.0001241,1.807e-07
433,117,0.0001239,1.711e-07
433,131,0.000124,2.061e-07
433,289,0.0001194,1.845e-07
433,294,0.0001191,1.394e-07
433,35,0.0001243,1.9e-07
433,68,0.0001244,1.676e-07
433,88,0.0001245,1.757e-07
434,100,0.0001233,1.948e-07
434,109,0.0001231,1.699e-07
434,297,0.000118,1.631e-07
434,77,0.0001235,1.83e-07
434,84,0.0001235,1.617e-07
435,101,0.0001224,1.979e-07
435,107,0.000122,1.762e-07
435,128,0.000122,2.136e-07
435,13,0.0001225,1.759e-07
435,130,0.0001224,1.828e-07
435,147,0.0001218,2.009e-07
435,151,0.000122,1.826e-07
435,18,0.0001223,1.989e-07
435,182,0.0001215,1.938e-07
435,184,0.0001215,1.944e-07
435,194,0.0001213,1.85e-07
435,222,5.543e-05,7.217e-08
435,271,0.0001189,1.72e-07
435,301,0.0001164,1.829e-07
435,338,0.0001112,1.54e-07
435,50,0.0001224,1.579e-07
435,59,0.0001227,1.912e-07
435,67,0.0001223,1.754e-07
435,96,0.0001225,1.758e-07
436,138,0.0001212,1.698e-07
436,180,0.0001206,2.049e-07
436,263,9.749e-05,1.316e-07
436,264,0.0001182,1.724e-07
436,271,0.0001181,2.006e-07
436,313,0.0001149,1.584e-07
436,331,0.0001122,1.75e-07
436,46,0.0001218,1.787e-07
436,75,0.0001218,1.802e-07
436,84,0.0001206,1.762e-07
437,10,0.000121,1.625e-07
437,129,0.0001202,2.001e-07
437,136,0.0001202,1.565e-07
437,138,0.0001201,1.721e-07
437,205,0.0001195,1.83e-07
437,25,0.0001207,1.589e-07
437,253,0.0001179,1.68e-07
437,27,0.0001207,1.776e-07
437,275,0.0001167,1.572e-07
437,331,0.0001114,1.45e-07
437,336,0.0001102,1.438e-07
437,91,0.0001204,1.755e-07
437,99,0.0001205,1.645e-07
438,200,0.0001184,1.658e-07
438,237,0.0001178,1.522e-07
438,263,0.0001168,1.993e-07
438,265,0.0001166,1.675e-07
438,29,0.0001194,1.702e-07
438,342,0.0001085,1.561e-07
438,48,0.0001196,1.931e-07
438,56,0.0001196,1.832e-07
438,65,0.0001199,1.527e-07
438,82,0.0001195,1.931e-07
438,90,0.0001196,1.692e-07
438,96,0.0001196,1.567e-07
439,131,0.0001185,1.782e-07
439,133,0.0001182,1.634e-07
439,153,0.0001184,1.653e-07
439,243,0.0001165,1.698e-07
439,25,0.000119,1.913e-07
439,278,0.000115,1.748e-07
439,306,0.0001131,1.556e-07
439,52,0.0001192,1.635e-07
439,61,0.0001186,1.485e-07
439,68,0.0001188,1.537e-07
439,82,0.0001187,1.819e-07
439,98,0.0001186,1.733e-07
440,159,0.0001172,1.477e-07
440,164,0.0001174,1.66e-07
440,211,0.0001163,1.674e-07
440,218,0.0001165,1.323e-07
440,269,0.0001145,1.574e-07
440,38,0.000118,1.617e-07
440,90,0.0001178,1.884e-07
441,181,0.0001161,1.752e-07
441,227,0.0001154,1.734e-07
441,241,0.0001147,1.617e-07
441,248,0.0001146,1.588e-07
441,251,0.0001147,1.754e-07
441,27,0.0001171,1.809e-07
441,306,0.0001114,1.646e-07
441,336,0.0001075,1.515e-07
441,38,0.0001172,1.741e-07
441,42,0.0001171,1.528e-07
441,50,0.0001169,1.663e-07
441,57,0.0001169,1.545e-07
441,63,0.0001169,1.565e-07
441,74,0.0001171,1.619e-07
442,199,0.0001149,1.736e-07
442,20,0.0001162,1.78e-07
442,233,0.0001142,1.597e-07
442,247,0.0001138,1.634e-07
442,249,0.0001137,1.463e-07
442,271,0.0001129,1.658e-07
442,324,0.0001086,1.7e-07
442,33,0.0001162,1.545e-07
442,36,0.0001163,1.725e-07
442,90,0.000116,1.411e-07
442,92,0.0001161,1.619e-07
442,98,0.000116,1.495e-07
443,104,0.0001152,1.704e-07
443,105,0.0001153,1.808e-07
443,121,0.000115,1.717e-07
443,138,0.000115,1.621e-07
443,143,0.0001149,1.381e-07
443,150,0.0001147,1.671e-07
443,174,0.0001146,1.589e-07
443,189,0.0001141,1.454e-07
443,279,0.0001118,1.702e-07
443,293,0.0001109,1.538e-07
443,31,0.0001151,1.667e-07
443,74,0.0001153,1.923e-07
444,103,0.0001145,1.721e-07
444,173,0.0001136,1.694e-07
444,200,0.0001133,1.306e-07
444,222,0.0001128,1.479e-07
444,271,0.0001112,1.701e-07
444,294,0.00011,1.299e-07
444,343,0.0001043,1.518e-07
444,37,0.0001144,1.849e-07
445,108,0.0001135,1.564e-07
445,119,0.0001134,1.506e-07
445,159,0.0001131,1.714e-07
445,16,0.0001137,1.734e-07
445,25,0.0001134,1.641e-07
445,297,0.0001089,1.863e-07
445,300,0.0001085,1.448e-07
445,321,0.0001066,1.379e-07
445,345,0.000103,1.387e-07
445,53,0.0001135,1.733e-07
446,113,0.0001126,1.547e-07
446,15,0.0001128,1.585e-07
446,259,0.0001101,1.586e-07
446,292,0.0001085,1.534e-07
446,312,0.000107,1.534e-07
446,322,0.0001061,1.394e-07
446,342,0.000103,1.492e-07
446,43,0.0001127,1.701e-07
446,52,0.0001128,1.859e-07
446,79,0.0001124,1.555e-07
446,81,0.0001126,1.697e-07
447,137,0.0001116,1.493e-07
447,142,0.0001116,1.595e-07
447,143,0.0001114,1.82e-07
447,156,0.0001115,1.528e-07
447,166,0.0001112,1.499e-07
447,176,0.0001112,1.754e-07
447,20,0.0001121,1.334e-07
447,223,0.0001102,1.431e-07
447,24,0.0001121,1.66e-07
447,38,0.0001121,1.673e-07
448,134,0.0001105,1.666e-07
448,146,0.0001107,1.582e-07
448,214,0.0001097,1.495e-07
448,307,0.0001056,1.583e-07
448,31,0.0001112,1.725e-07
448,334,0.0001031,1.418e-07
448,344,0.0001012,1.398e-07
448,40,0.0001112,1.612e-07
449,187,0.0001092,1.459e-07
449,261,0.0001076,1.585e-07
449,293,0.0001064,1.649e-07
449,331,0.0001027,1.445e-07
449,349,9.946e-05,1.046e-07
449,67,0.0001102,1.741e-07
450,108,0.0001093,1.572e-07
450,110,0.0001092,1.831e-07
450,186,0.0001088,1.615e-07
450,207,0.0001083,1.704e-07
450,234,0.0001077,1.489e-07
450,325,0.0001025,1.546e-07
450,346,9.947e-05,1.505e-07
450,56,0.0001096,1.607e-07
451,112,0.0001083,1.641e-07
451,143,0.0001082,1.507e-07
451,162,0.0001081,1.432e-07
451,274,0.0001053,1.451e-07
451,290,0.0001047,1.337e-07
451,302,0.000104,1.568e-07
451,313,0.000103,1.581e-07
451,316,0.0001029,1.644e-07
451,38,0.0001089,1.653e-07
451,44,0.0001089,1.423e-07
451,66,0.0001088,1.619e-07
452,146,0.0001074,1.437e-07
452,17,0.000108,1.46e-07
452,179,0.0001071,1.579e-07
452,19,0.000108,1.566e-07
452,232,0.000106,1.371e-07
452,238,0.0001059,1.346e-07
452,250,0.0001056,1.395e-07
452,327,0.000101,1.64e-07
452,347,5.415e-05,7.704e-08
452,37,0.0001079,1.517e-07
452,77,0.0001078,1.573e-07
452,96,0.0001077,1.562e-07
452,97,0.000108,1.683e-07
453,189,0.0001062,1.638e-07
453,224,0.0001058,1.576e-07
453,25,0.0001073,1.682e-07
453,305,0.0001023,1.4e-07
453,307,0.000102,1.474e-07
453,64,0.0001072,1.602e-07
453,94,0.0001068,1.525e-07
454,105,0.0001059,1.663e-07
454,11,0.0001064,1.445e-07
454,173,0.0001054,1.408e-07
454,204,0.0001052,1.523e-07
454,214,0.0001049,1.686e-07
454,233,0.0001047,1.382e-07
454,24,0.0001065,1.607e-07
454,242,0.0001044,1.36e-07
454,244,0.0001044,1.628e-07
454,253,0.0001039,1.754e-07
454,280,0.000103,1.307e-07
454,54,0.0001063,1.249e-07
454,66,0.0001062,1.543e-07
454,82,0.0001064,1.464e-07
454,83,0.0001064,1.51e-07
455,100,0.0001054,1.581e-07
455,101,0.0001052,1.516e-07
455,135,0.0001053,1.574e-07
455,16,0.0001054,1.383e-07
455,190,0.0001045,1.382e-07
455,202,0.0001043,1.374e-07
455,231,0.0001039,1.386e-07
455,53,0.0001055,1.739e-07
455,64,0.0001056,1.457e-07
456,100,0.0001047,1.511e-07
456,116,0.0001045,1.367e-07
456,245,0.0001027,1.473e-07
456,30,0.0001048,1.441e-07
456,347,9.548e-05,1.312e-07
456,49,0.0001453,1.661e-07
457,10,0.000104,1.516e-07
457,108,0.0001037,1.548e-07
457,129,0.0001037,1.47e-07
457,208,0.0001028,1.548e-07
457,225,0.0001025,1.446e-07
457,26,0.0001039,1.231e-07
457,290,0.0001003,1.393e-07
457,293,0.0001003,1.328e-07
457,39,0.000104,1.736e-07
457,48,0.0001042,1.775e-07
457,57,0.0001039,1.603e-07
457,64,0.0001039,1.448e-07
458,143,0.0001029,1.62e-07
458,154,0.0001027,1.346e-07
458,202,0.0001023,1.459e-07
458,22,0.0001037,1.452e-07
458,272,0.0001003,1.308e-07
458,308,6.498e-05,9.481e-08
458,320,9.761e-05,1.422e-07
458,347,9.426e-05,1.321e-07
458,59,0.0001035,1.605e-07
458,91,0.0001032,1.437e-07
459,10,0.0001027,1.669e-07
459,101,0.0001021,1.368e-07
459,103,0.0001024,1.572e-07
459,109,0.0001023,1.525e-07
459,110,0.0001023,1.539e-07
459,119,0.0001023,1.261e-07
459,177,0.0001017,1.436e-07
459,182,0.0001019,1.387e-07
459,210,0.0001011,1.513e-07
459,283,9.923e-05,1.305e-07
459,47,0.0001027,1.423e-07
460,127,0.0001015,1.531e-07
460,183,0.0001009,1.355e-07
460,230,0.0001003,1.329e-07
460,28,0.0001016,1.464e-07
460,281,9.872e-05,1.42e-07
460,316,9.641e-05,1.31e-07
460,346,9.335e-05,1.201e-07
460,42,0.0001017,1.609e-07
460,52,0.0001018,1.147e-07
460,86,0.0001018,1.491e-07
461,107,0.0001011,1.667e-07
461,256,9.876e-05,1.528e-07
461,298,9.686e-05,1.31e-07
461,312,9.614e-05,1.429e-07
461,61,0.0001011,1.703e-07
462,13,0.0001004,1.345e-07
462,130,0.0001,1.325e-07
462,150,9.99e-05,1.451e-07
462,156,9.96e-05,1.609e-07
462,167,9.98e-05,1.269e-07
462,219,9.903e-05,1.314e-07
462,226,9.889e-05,1.298e-07
462,311,9.544e-05,1.181e-07
462,33,0.0001004,1.525e-07
462,340,9.28e-05,1.229e-07
462,46,0.0001003,1.344e-07
462,98,0.0001621,2.321e-07
463,104,9.922e-05,1.425e-07
463,147,9.927e-05,1.45e-07
463,159,9.902e-05,1.503e-07
463,176,9.89e-05,1.279e-07
463,180,9.897e-05,1.377e-07
463,190,9.893e-05,1.328e-07
463,208,9.843e-05,1.35e-07
463,229,9.812e-05,1.079e-07
463,23,9.944e-05,1.49e-07
463,309,9.516e-05,1.364e-07
463,65,9.956e-05,1.457e-07
464,137,9.859e-05,1.351e-07
464,167,9.812e-05,1.303e-07
464,197,9.791e-05,1.37e-07
464,202,9.79e-05,1.557e-07
464,218,9.765e-05,1.333e-07
464,254,9.685e-05,1.503e-07
464,283,9.603e-05,1.246e-07
464,293,9.542e-05,1.238e-07
464,38,9.871e-05,1.511e-07
464,43,9.9e-05,1.545e-07
464,69,9.885e-05,1.489e-07
464,89,9.88e-05,1.171e-07
465,102,9.786e-05,1.548e-07
465,171,9.768e-05,1.449e-07
465,182,9.728e-05,1.53e-07
465,264,9.583e-05,1.407e-07
465,280,9.53e-05,1.349e-07
465,70,9.791e-05,1.412e-07
466,145,9.708e-05,1.379e-07
466,178,9.68e-05,1.313e-07
466,286,9.446e-05,1.419e-07
466,308,9.328e-05,1.208e-07
466,349,8.938e-05,1.154e-07
466,37,9.769e-05,1.446e-07
466,84,9.745e-05,1.572e-07
466,86,9.753e-05,1.345e-07
467,151,9.65e-05,1.328e-07
467,159,9.637e-05,1.539e-07
467,164,9.617e-05,1.169e-07
467,18,9.68e-05,1.433e-07
467,233,9.517e-05,1.445e-07
467,236,9.54e-05,1.43e-07
467,317,9.197e-05,1.171e-07
467,335,9.049e-05,1.309e-07
468,107,9.584e-05,1.546e-07
468,121,9.592e-05,1.491e-07
468,135,9.579e-05,1.354e-07
468,171,9.53e-05,1.414e-07
468,197,9.505e-05,1.34e-07
468,210,9.493e-05,1.355e-07
468,260,9.378e-05,1.13e-07
468,289,9.291e-05,1.227e-07
468,32,9.623e-05,1.458e-07
468,61,9.631e-05,1.192e-07
469,126,9.522e-05,1.375e-07
469,136,9.499e-05,1.248e-07
469,23,9.556e-05,1.36e-07
469,236,9.388e-05,1.442e-07
469,249,9.343e-05,1.433e-07
469,27,9.543e-05,1.323e-07
469,302,9.158e-05,1.265e-07
469,323,9.043e-05,1.342e-07
469,339,8.889e-05,1.204e-07
469,57,9.553e-05,1.423e-07
469,62,9.523e-05,1.285e-07
469,98,9.525e-05,1.586e-07
470,13,9.486e-05,1.238e-07
470,14,9.491e-05,1.494e-07
470,156,9.416e-05,1.239e-07
470,24,9.473e-05,1.21e-07
470,258,9.256e-05,1.199e-07
470,26,9.48e-05,1.391e-07
470,308,9.07e-05,1.23e-07
470,340,8.809e-05,1.161e-07
470,76,0.0005293,7.334e-07
470,94,9.454e-05,1.264e-07
471,106,9.387e-05,1.295e-07
471,107,9.383e-05,1.45e-07
471,18,0.0001463,2.481e-07
471,189,9.336e-05,1.42e-07
471,248,9.226e-05,1.186e-07
471,254,9.188e-05,1.169e-07
471,280,9.126e-05,1.553e-07
471,295,9.051e-05,1.203e-07
471,331,8.845e-05,1.265e-07
471,44,9.411e-05,1.253e-07
471,88,9.399e-05,1.526e-07
471,97,9.386e-05,1.439e-07
472,175,9.284e-05,1.327e-07
472,193,9.242e-05,1.412e-07
472,22,9.333e-05,1.352e-07
472,229,9.196e-05,1.274e-07
472,234,9.196e-05,1.35e-07
472,269,9.093e-05,1.35e-07
472,69,9.323e-05,1.323e-07
473,102,9.261e-05,1.366e-07
473,165,9.221e-05,1.238e-07
473,17,9.268e-05,1.631e-07
473,175,9.198e-05,1.195e-07
473,22,9.272e-05,1.318e-07
473,234,9.14e-05,1.377e-07
473,243,9.098e-05,1.39e-07
473,245,9.093e-05,1.268e-07
473,262,9.07e-05,1.263e-07
473,264,9.063e-05,1.274e-07
473,265,9.038e-05,1.38e-07
473,47,9.258e-05,1.579e-07
474,198,9.118e-05,1.356e-07
474,227,9.074e-05,1.434e-07
474,231,9.074e-05,1.169e-07
474,273,8.964e-05,1.177e-07
474,60,9.198e-05,1.248e-07
475,101,9.135e-05,1.219e-07
475,122,9.133e-05,1.334e-07
475,264,8.935e-05,1.462e-07
475,91,9.121e-05,1.408e-07
475,98,9.11e-05,1.356e-07
476,125,9.07e-05,1.338e-07
476,126,9.053e-05,1.225e-07
476,143,9.031e-05,1.344e-07
476,18,9.083e-05,1.534e-07
476,264,8.872e-05,1.393e-07
476,281,8.818e-05,1.186e-07
476,284,8.791e-05,1.306e-07
476,43,9.065e-05,1.292e-07
476,89,9.075e-05,1.264e-07
477,106,8.989e-05,1.22e-07
477,181,8.921e-05,1.257e-07
477,200,8.911e-05,1.151e-07
477,295,8.698e-05,1.145e-07
477,326,8.538e-05,1.176e-07
477,47,9.011e-05,1.371e-07
477,99,8.988e-05,1.26e-07
478,168,8.908e-05,1.265e-07
478,240,8.79e-05,1.207e-07
478,262,8.746e-05,1.241e-07
478,334,8.406e-05,1.218e-07
478,349,8.298e-05,1.217e-07
478,96,8.926e-05,1.281e-07
479,100,8.883e-05,1.211e-07
479,105,8.878e-05,1.351e-07
479,109,8.857e-05,1.367e-07
479,157,8.852e-05,1.412e-07
479,249,8.721e-05,1.315e-07
479,318,8.454e-05,1.094e-07
479,35,8.897e-05,1.243e-07
479,89,8.889e-05,1.505e-07
479,93,8.86e-05,1.233e-07
480,118,8.792e-05,1.232e-07
480,12,8.833e-05,1.247e-07
480,146,8.77e-05,1.165e-07
480,154,8.767e-05,1.284e-07
480,187,8.734e-05,1.238e-07
480,188,8.743e-05,1.439e-07
480,39,8.827e-05,1.22e-07
480,61,8.825e-05,1.334e-07
480,71,8.81e-05,1.14e-07
481,12,8.781e-05,1.191e-07
481,128,8.739e-05,1.346e-07
481,17,8.758e-05,1.263e-07
481,198,8.679e-05,1.186e-07
481,285,8.513e-05,1.186e-07
481,29,8.76e-05,1.321e-07
481,303,8.44e-05,1.052e-07
481,40,8.776e-05,1.192e-07
481,71,8.755e-05,1.526e-07
482,132,8.665e-05,1.374e-07
482,146,8.651e-05,1.21e-07
482,185,8.618e-05,1.214e-07
482,206,8.585e-05,1.241e-07
482,29,8.711e-05,1.238e-07
482,300,8.388e-05,1.265e-07
482,320,8.297e-05,1.226e-07
482,77,8.698e-05,1.312e-07
482,86,8.704e-05,1.198e-07
482,92,8.681e-05,1.397e-07
483,113,8.613e-05,1.161e-07
483,143,8.609e-05,1.388e-07
483,153,8.583e-05,1.196e-07
483,169,0.0006622,8.951e-07
483,221,8.529e-05,1.281e-07
483,231,8.501e-05,1.196e-07
483,248,8.481e-05,1.094e-07
483,280,8.394e-05,1.085e-07
483,33,8.662e-05,1.151e-07
483,338,8.105e-05,1.139e-07
484,11,8.586e-05,1.273e-07
484,135,8.551e-05,1.221e-07
484,185,8.522e-05,1.034e-07
