m_slr,m_ne,cross,error
484,253,8.399e-05,1.207e-07
484,265,8.362e-05,1.15e-07
484,315,8.201e-05,1.125e-07
484,57,8.562e-05,1.469e-07
484,62,7.271e-05,1.025e-07
484,70,8.589e-05,1.141e-07
485,103,8.51e-05,1.126e-07
485,106,8.5e-05,1.221e-07
485,126,8.517e-05,1.299e-07
485,16,8.52e-05,1.37e-07
485,160,8.468e-05,1.119e-07
485,216,8.42e-05,1.292e-07
485,238,8.384e-05,1.164e-07
485,281,8.276e-05,1.15e-07
485,305,8.173e-05,1.097e-07
485,342,7.978e-05,1.27e-07
485,74,8.523e-05,1.078e-07
485,78,8.512e-05,1.155e-07
485,81,8.515e-05,1.263e-07
486,122,8.449e-05,1.212e-07
486,123,8.451e-05,1.172e-07
486,129,8.446e-05,1.077e-07
486,206,8.382e-05,1.088e-07
486,211,8.375e-05,1.474e-07
486,246,8.31e-05,1.216e-07
486,25,8.477e-05,1.426e-07
486,299,8.151e-05,1.033e-07
486,347,7.864e-05,1.179e-07
487,188,8.337e-05,1.099e-07
487,197,8.323e-05,1.211e-07
487,244,8.255e-05,1.15e-07
487,26,8.401e-05,1.414e-07
487,279,8.171e-05,1.329e-07
487,294,8.117e-05,1.325e-07
488,100,8.33e-05,1.259e-07
488,106,8.326e-05,1.171e-07
488,116,8.325e-05,1.157e-07
488,208,8.262e-05,1.222e-07
488,22,8.357e-05,1.093e-07
488,320,7.948e-05,1.12e-07
488,51,8.33e-05,1.115e-07
488,57,8.344e-05,1.182e-07
488,60,8.359e-05,1.229e-07
488,66,8.338e-05,1.105e-07
488,96,8.327e-05,1.131e-07
488,99,8.339e-05,1.165e-07
489,112,8.274e-05,1.221e-07
489,114,8.275e-05,1.208e-07
489,13,8.294e-05,1.165e-07
489,178,8.231e-05,1.329e-07
489,201,8.215e-05,1.12e-07
489,23,0.0001083,1.262e-07
489,256,8.115e-05,1.136e-07
489,74,8.274e-05,1.121e-07
489,76,8.291e-05,1.159e-07
490,145,8.222e-05,1.241e-07
490,19,8.234e-05,1.213e-07
490,258,8.062e-05,9.154e-08
490,279,8.02e-05,1.059e-07
490,288,7.973e-05,1.098e-07
490,339,7.743e-05,9.192e-08
490,345,7.693e-05,8.921e-08
490,36,8.23e-05,1.302e-07
490,50,8.246e-05,1.129e-07
490,70,8.232e-05,1.439e-07
490,81,8.225e-05,1.239e-07
490,95,8.211e-05,1.162e-07
491,12,8.159e-05,1.179e-07
491,143,8.122e-05,1.143e-07
491,149,8.141e-05,1.172e-07
491,202,8.095e-05,1.118e-07
491,245,8.019e-05,1.127e-07
491,40,8.184e-05,1.343e-07
491,43,8.18e-05,1.258e-07
491,52,8.185e-05,1.209e-07
491,56,8.169e-05,1.098e-07
491,73,8.164e-05,1.161e-07
491,87,8.156e-05,1.127e-07
492,105,8.107e-05,1.1e-07
492,112,8.085e-05,9.868e-08
492,206,8.025e-05,1.255e-07
492,233,7.994e-05,1.225e-07
492,256,7.958e-05,9.93e-08
492,281,7.899e-05,1.063e-07
492,300,7.826e-05,1.025e-07
492,327,7.703e-05,1.164e-07
492,37,8.1e-05,9.873e-08
492,90,8.119e-05,1.2e-07
493,103,8.045e-05,1.112e-07
493,110,8.033e-05,1.35e-07
493,136,8.034e-05,1.046e-07
493,147,7.162e-05,8.543e-08
493,254,7.91e-05,1.126e-07
493,44,8.058e-05,1.024e-07
493,47,8.064e-05,1.24e-07
493,73,8.061e-05,1.126e-07
493,89,8.056e-05,1.255e-07
494,176,7.943e-05,1.007e-07
494,182,7.937e-05,1.09e-07
494,219,7.909e-05,1.247e-07
494,270,7.81e-05,1.131e-07
494,286,7.768e-05,1.112e-07
494,298,7.754e-05,1.049e-07
494,319,7.645e-05,1.101e-07
494,326,7.628e-05,9.78e-08
494,55,8.001e-05,1.343e-07
495,109,7.94e-05,1.165e-07
495,130,7.928e-05,1.304e-07
495,134,7.931e-05,1.212e-07
495,158,7.921e-05,1.143e-07
495,226,7.844e-05,1.215e-07
495,263,7.774e-05,1.083e-07
495,269,7.758e-05,1.037e-07
495,334,0.0003476,5.189e-07
495,61,7.966e-05,1.257e-07
495,72,7.949e-05,1.228e-07
495,90,7.949e-05,1.189e-07
496,101,7.883e-05,1.158e-07
496,106,7.88e-05,3.201e-07
496,129,7.875e-05,1.34e-07
496,158,7.85e-05,1.178e-07
496,190,7.828e-05,1.117e-07
496,231,7.782e-05,1.055e-07
496,309,7.595e-05,1.117e-07
496,332,0.0002412,3.246e-07
496,75,7.887e-05,1.093e-07
497,135,7.816e-05,9.524e-08
497,221,7.741e-05,1.008e-07
497,229,7.721e-05,1.063e-07
497,279,7.628e-05,1.136e-07
497,284,7.637e-05,8.316e-08
497,338,7.407e-05,9.187e-08
497,80,7.82e-05,1.148e-07
497,89,7.847e-05,1.103e-07
498,109,7.773e-05,1.1e-07
498,110,7.773e-05,1.102e-07
498,134,7.77e-05,9.736e-08
498,143,7.764e-05,1.013e-07
498,16,7.79e-05,1.105e-07
498,18,7.795e-05,1.066e-07
498,236,7.673e-05,9.734e-08
498,241,7.655e-05,1.148e-07
498,252,7.646e-05,1.172e-07
498,291,7.557e-05,1.321e-07
498,306,7.503e-05,1.031e-07
498,315,7.459e-05,9.915e-08
498,346,7.297e-05,9.993e-08
498,52,7.795e-05,1.045e-07
498,60,7.793e-05,1.031e-07
498,65,7.781e-05,1.064e-07
499,114,7.717e-05,1.083e-07
499,13,7.758e-05,1.172e-07
499,173,7.685e-05,1.122e-07
499,232,7.632e-05,1.048e-07
499,243,7.618e-05,1.099e-07
499,336,7.431e-05,1.009e-07
499,88,7.72e-05,1.111e-07
500,103,7.669e-05,1.04e-07
500,117,7.681e-05,1.004e-07
500,125,7.668e-05,1.055e-07
500,17,7.686e-05,1.06e-07
500,18,7.705e-05,1.08e-07
500,225,7.57e-05,1.258e-07
500,25,7.693e-05,9.35e-08
500,31,7.684e-05,1.139e-07
501,101,7.62e-05,1.049e-07
501,15,7.652e-05,1.051e-07
501,150,7.602e-05,1.085e-07
501,194,7.566e-05,1.057e-07
501,217,7.55e-05,1.119e-07
501,242,7.508e-05,1.15e-07
501,37,7.627e-05,1.019e-07
501,65,7.634e-05,9.762e-08
501,88,7.622e-05,1.093e-07
501,95,7.629e-05,1.177e-07
502,285,7.36e-05,1.159e-07
502,334,7.176e-05,9.956e-08
502,62,7.583e-05,1.049e-07
502,63,7.586e-05,1.129e-07
502,68,7.581e-05,8.58e-08
503,101,7.524e-05,1.052e-07
503,109,7.527e-05,1.09e-07
503,148,7.497e-05,1.095e-07
503,203,7.457e-05,1.033e-07
503,277,7.337e-05,1.088e-07
503,284,7.32e-05,1.091e-07
503,314,7.218e-05,9.311e-08
503,69,7.527e-05,1.084e-07
504,101,7.48e-05,1.005e-07
504,159,7.455e-05,9.625e-08
504,247,7.361e-05,9.812e-08
504,249,7.347e-05,1.139e-07
504,257,7.337e-05,1.265e-07
504,336,7.086e-05,9.92e-08
504,38,7.471e-05,1.012e-07
505,111,7.412e-05,8.849e-08
505,141,7.39e-05,9.531e-08
505,164,7.391e-05,9.74e-08
505,312,7.139e-05,1.119e-07
505,36,7.422e-05,1.122e-07
505,42,7.422e-05,1.083e-07
505,49,7.424e-05,9.821e-08
505,55,7.431e-05,1.158e-07
505,77,7.433e-05,1.222e-07
506,103,7.362e-05,9.848e-08
506,116,7.364e-05,1.037e-07
506,133,0.0005981,9.098e-07
506,14,7.397e-05,1.227e-07
506,189,7.345e-05,1.187e-07
506,208,7.295e-05,9.857e-08
506,345,6.934e-05,9.516e-08
506,40,7.396e-05,1.068e-07
506,55,7.362e-05,1.105e-07
506,84,7.377e-05,1.161e-07
507,110,7.318e-05,1.042e-07
507,149,7.303e-05,1.113e-07
507,226,7.232e-05,1.112e-07
507,255,7.193e-05,1.088e-07
507,267,7.16e-05,1.049e-07
507,56,7.335e-05,9.593e-08
507,64,7.317e-05,9.351e-08
507,75,7.339e-05,1.036e-07
507,81,7.326e-05,1.031e-07
507,83,7.335e-05,1.091e-07
508,152,7.504e-05,1.114e-07
508,284,7.073e-05,1.17e-07
508,298,7.05e-05,8.956e-08
508,75,7.285e-05,9.388e-08
509,108,7.208e-05,1.044e-07
509,114,7.226e-05,1.109e-07
509,132,7.215e-05,9.743e-08
509,135,7.214e-05,9.388e-08
509,141,7.19e-05,1.155e-07
509,182,7.176e-05,1.107e-07
509,195,7.15e-05,1.043e-07
509,234,7.111e-05,1.001e-07
509,310,6.956e-05,9.726e-08
509,324,6.911e-05,9.78e-08
509,328,6.903e-05,1.033e-07
509,333,6.87e-05,8.558e-08
509,76,7.243e-05,1.069e-07
509,84,7.22e-05,8.643e-08
510,105,7.178e-05,1.003e-07
510,116,7.176e-05,1.064e-07
510,133,7.156e-05,9.652e-08
510,147,7.149e-05,9.843e-08
510,257,7.049e-05,1.034e-07
510,259,7.035e-05,1.054e-07
510,49,7.18e-05,1.203e-07
510,60,7.188e-05,9.255e-08
510,68,7.185e-05,1.081e-07
511,157,7.093e-05,9.374e-08
511,196,7.077e-05,9.622e-08
511,304,6.89e-05,1.09e-07
511,44,7.145e-05,1.098e-07
512,102,7.075e-05,9.501e-08
512,104,7.074e-05,1.03e-07
512,185,7.031e-05,1.027e-07
512,226,6.994e-05,1.186e-07
512,231,0.0001638,2.369e-07
512,265,6.935e-05,9.583e-08
512,267,6.946e-05,1.105e-07
512,274,6.924e-05,9.614e-08
512,340,6.695e-05,8.249e-08
512,345,6.689e-05,8.986e-08
512,39,7.066e-05,1.162e-07
513,109,7.04e-05,1.117e-07
513,156,7.006e-05,1.047e-07
513,212,6.969e-05,9.775e-08
513,215,6.947e-05,9.734e-08
513,287,6.863e-05,1.066e-07
513,40,7.036e-05,1.02e-07
513,41,7.039e-05,9.441e-08
513,54,7.043e-05,9.66e-08
513,62,7.041e-05,8.477e-08
513,64,7.051e-05,1.052e-07
513,82,7.044e-05,1.335e-07
514,177,6.963e-05,9.635e-08
514,18,7.004e-05,1.114e-07
514,206,6.939e-05,9.12e-08
514,225,6.903e-05,9.01e-08
514,249,6.865e-05,9.517e-08
514,53,7.004e-05,9.234e-08
515,144,6.918e-05,1.075e-07
515,197,6.88e-05,9.885e-08
515,198,6.884e-05,1.03e-07
515,208,6.878e-05,8.368e-08
515,252,6.828e-05,9.792e-08
515,288,6.76e-05,9.914e-08
515,41,6.96e-05,1.063e-07
515,48,6.951e-05,1.023e-07
516,114,6.886e-05,9.402e-08
516,139,6.862e-05,9.589e-08
516,141,6.867e-05,9.876e-08
516,190,6.847e-05,9.313e-08
516,200,6.856e-05,1.122e-07
516,204,6.838e-05,1.021e-07
516,228,6.806e-05,8.828e-08
516,23,6.905e-05,1.091e-07
516,316,0.0001692,2.435e-07
516,33,6.905e-05,9.826e-08
516,339,6.538e-05,1.034e-07
516,50,6.909e-05,9.765e-08
516,85,6.91e-05,9.809e-08
517,104,6.84e-05,1.076e-07
517,145,6.812e-05,9.75e-08
517,161,6.807e-05,9.459e-08
517,169,6.831e-05,9.36e-08
517,171,6.816e-05,1.059e-07
517,194,6.806e-05,1.122e-07
517,201,6.788e-05,9.111e-08
517,207,6.777e-05,8.724e-08
517,255,6.737e-05,1.05e-07
517,288,6.665e-05,7.881e-08
517,33,6.857e-05,1.048e-07
517,74,6.845e-05,9.995e-08
517,76,6.847e-05,9.118e-08
517,98,6.839e-05,8.953e-08
518,113,6.798e-05,8.437e-08
518,135,6.792e-05,7.783e-08
518,196,6.754e-05,8.734e-08
518,197,6.753e-05,1.001e-07
518,294,6.597e-05,1.041e-07
518,299,6.601e-05,1.144e-07
519,111,6.756e-05,9.354e-08
519,112,6.75e-05,9.21e-08
519,12,6.773e-05,1.027e-07
519,136,6.739e-05,9.173e-08
519,15,6.786e-05,1.078e-07
519,162,6.714e-05,9.241e-08
519,170,6.731e-05,9.65e-08
519,25,6.761e-05,9.567e-08
519,261,6.642e-05,1.024e-07
519,334,6.429e-05,9.202e-08
519,49,6.782e-05,1.053e-07
519,84,6.764e-05,9.538e-08
520,112,6.703e-05,8.501e-08
520,160,6.696e-05,8.813e-08
520,199,6.664e-05,1.037e-07
520,21,6.732e-05,9.569e-08
520,212,6.651e-05,9.612e-08
520,274,6.56e-05,8.427e-08
520,327,6.439e-05,8.497e-08
520,35,6.722e-05,1.029e-07
520,57,6.713e-05,9.817e-08
520,87,6.704e-05,9.664e-08
520,92,6.721e-05,1.088e-07
521,128,6.66e-05,9.526e-08
521,213,6.588e-05,8.741e-08
521,218,6.598e-05,9.455e-08
521,245,6.581e-05,9.831e-08
521,286,6.505e-05,8.44e-08
521,319,0.0001462,2.126e-07
521,345,6.324e-05,9.49e-08
521,347,6.304e-05,8.601e-08
521,67,6.678e-05,1.152e-07
521,69,6.681e-05,1.111e-07
521,96,6.661e-05,1.04e-07
522,112,6.626e-05,8.901e-08
522,142,6.604e-05,8.458e-08
522,143,6.602e-05,1.027e-07
522,265,6.496e-05,9.126e-08
522,27,6.628e-05,9.44e-08
522,325,6.352e-05,9.45e-08
522,87,6.631e-05,8.616e-08
523,112,6.576e-05,9.855e-08
523,15,6.6e-05,9.625e-08
523,171,6.544e-05,8.884e-08
523,176,6.545e-05,9.172e-08
523,20,6.587e-05,1.063e-07
523,282,6.423e-05,9.312e-08
523,293,6.405e-05,8.739e-08
523,50,6.578e-05,9.468e-08
523,70,6.586e-05,9.689e-08
524,145,6.512e-05,9.79e-08
524,185,6.515e-05,7.854e-08
524,20,6.549e-05,9.438e-08
524,248,6.44e-05,9.795e-08
524,267,6.398e-05,8.978e-08
524,27,6.541e-05,9.294e-08
524,41,6.558e-05,1.057e-07
524,43,6.556e-05,8.294e-08
524,90,6.547e-05,9.189e-08
524,98,6.534e-05,8.224e-08
525,102,6.5e-05,8.418e-08
525,106,6.499e-05,1.02e-07
525,107,6.495e-05,8.129e-08
525,125,6.484e-05,9.545e-08
525,139,6.478e-05,9.378e-08
525,190,6.449e-05,1.006e-07
525,209,6.426e-05,8.163e-08
525,227,6.414e-05,9.849e-08
525,289,6.325e-05,9.106e-08
525,329,6.215e-05,9.261e-08
525,333,6.207e-05,9.661e-08
525,59,6.52e-05,9.991e-08
525,65,6.506e-05,8.795e-08
525,87,6.504e-05,8.937e-08
526,100,6.466e-05,8.621e-08
526,166,6.435e-05,8.15e-08
526,17,6.462e-05,8.644e-08
526,194,6.412e-05,1.027e-07
526,214,6.4e-05,8.2e-08
526,217,6.387e-05,9.425e-08
526,241,6.362e-05,8.384e-08
526,248,6.351e-05,8.956e-08
526,26,6.476e-05,8.963e-08
526,331,6.166e-05,9.588e-08
526,60,6.459e-05,8.563e-08
526,65,6.457e-05,8.893e-08
526,78,6.463e-05,9.397e-08
526,88,6.466e-05,8.461e-08
526,92,6.466e-05,9.143e-08
526,94,0.0002295,3.608e-07
527,131,5.228e-05,7.729e-08
527,135,6.401e-05,9.421e-08
527,141,6.405e-05,8.982e-08
527,156,6.385e-05,8.147e-08
527,158,6.39e-05,9.619e-08
527,162,6.383e-05,9.801e-08
527,17,6.421e-05,9.271e-08
527,201,6.345e-05,9.447e-08
527,222,6.35e-05,8.744e-08
527,230,6.336e-05,8.372e-08
527,24,6.422e-05,8.765e-08
527,326,6.143e-05,8.034e-08
527,334,6.123e-05,7.921e-08
527,98,6.414e-05,9.82e-08
528,16,6.365e-05,9.477e-08
528,168,6.335e-05,9.159e-08
528,208,6.309e-05,1.006e-07
528,310,6.165e-05,9.608e-08
528,331,6.098e-05,9.245e-08
528,34,6.383e-05,9.954e-08
528,340,6.073e-05,8.108e-08
528,41,6.389e-05,9.434e-08
528,70,6.386e-05,8.682e-08
529,111,6.316e-05,8.434e-08
529,143,6.302e-05,8.4e-08
529,209,6.282e-05,1.014e-07
529,233,6.251e-05,8.989e-08
529,281,6.181e-05,8.859e-08
529,336,6.039e-05,7.937e-08
529,340,6.022e-05,9.343e-08
529,69,6.341e-05,8.056e-08
529,87,6.339e-05,8.283e-08
529,90,6.317e-05,8.902e-08
530,10,6.297e-05,8.656e-08
530,175,6.258e-05,8.996e-08
530,242,5.545e-05,7.333e-08
530,28,6.311e-05,1.004e-07
530,338,5.99e-05,8.298e-08
530,36,6.298e-05,9.521e-08
530,45,6.313e-05,9.092e-08
530,47,6.301e-05,8.685e-08
530,59,6.292e-05,8.585e-08
530,69,6.291e-05,9.981e-08
531,117,6.241e-05,8.966e-08
531,155,6.224e-05,7.886e-08
531,240,6.162e-05,6.81e-08
531,293,6.074e-05,8.614e-08
531,314,6.034e-05,9.123e-08
531,44,6.251e-05,9.071e-08
531,76,6.234e-05,1.061e-07
532,147,6.192e-05,8.796e-08
532,155,6.179e-05,9.259e-08
532,174,6.175e-05,8.422e-08
532,185,6.159e-05,9.23e-08
532,19,6.215e-05,1.002e-07
532,232,6.13e-05,7.817e-08
532,240,6.131e-05,8.154e-08
532,32,6.226e-05,9.064e-08
532,51,6.215e-05,8.199e-08
532,71,6.207e-05,1.064e-07
532,77,6.217e-05,8.719e-08
532,79,6.216e-05,9.206e-08
532,93,6.217e-05,8.864e-08
533,100,6.172e-05,8.612e-08
533,137,6.145e-05,8.436e-08
533,138,6.156e-05,9.339e-08
533,275,6.031e-05,1.015e-07
533,286,6.018e-05,9.167e-08
533,330,5.905e-05,9.396e-08
533,338,5.888e-05,7.757e-08
533,34,6.176e-05,9.053e-08
533,37,6.197e-05,9.054e-08
533,50,6.178e-05,9.718e-08
534,104,6.122e-05,9.809e-08
534,106,6.116e-05,8.447e-08
534,108,6.126e-05,8.59e-08
534,144,6.091e-05,8.903e-08
534,175,6.093e-05,8.295e-08
534,208,6.078e-05,8.932e-08
534,237,6.061e-05,8.686e-08
534,64,6.143e-05,7.583e-08
534,69,6.136e-05,8.456e-08
534,94,6.138e-05,8.95e-08
535,137,6.075e-05,9.482e-08
535,184,6.068e-05,7.957e-08
535,201,6.046e-05,8.169e-08
535,225,6.024e-05,8.532e-08
535,245,5.999e-05,9.019e-08
535,248,6.004e-05,9.252e-08
535,274,5.973e-05,9.144e-08
535,307,5.906e-05,8.849e-08
535,342,5.795e-05,8.221e-08
535,58,6.095e-05,7.773e-08
535,75,6.078e-05,9.307e-08
535,96,6.098e-05,8.373e-08
536,10,6.054e-05,6.263e-08
536,166,6.025e-05,8.518e-08
536,260,5.928e-05,7.885e-08
536,46,6.066e-05,8.579e-08
536,52,6.062e-05,7.853e-08
536,61,6.063e-05,8.428e-08
536,95,6.059e-05,8.905e-08
537,100,6.023e-05,8.626e-08
537,101,6.022e-05,8.295e-08
537,107,6.005e-05,8.742e-08
537,179,5.981e-05,7.711e-08
537,200,5.963e-05,8.389e-08
537,231,5.939e-05,8.678e-08
537,252,5.914e-05,8.409e-08
537,310,5.827e-05,8.539e-08
537,36,6.012e-05,7.857e-08
537,46,6.028e-05,8.48e-08
537,65,6.02e-05,8.256e-08
538,103,5.964e-05,8.61e-08
538,13,5.973e-05,8.491e-08
538,198,0.0009036,1.308e-06
538,21,5.974e-05,8.132e-08
538,29,5.981e-05,8.564e-08
538,47,5.979e-05,9.079e-08
538,53,5.977e-05,8.159e-08
538,63,5.978e-05,8.459e-08
539,103,5.931e-05,9.015e-08
539,210,5.884e-05,8.125e-08
539,289,5.788e-05,8.036e-08
539,317,5.724e-05,8.383e-08
539,326,5.706e-05,7.796e-08
539,327,0.0001162,1.69e-07
539,42,5.94e-05,7.558e-08
539,90,5.938e-05,8.651e-08
539,91,5.944e-05,9.307e-08
540,122,5.895e-05,8.683e-08
540,131,5.876e-05,8.615e-08
540,135,5.883e-05,7.863e-08
540,172,5.864e-05,8.122e-08
540,19,5.907e-05,8.207e-08
540,198,5.858e-05,8.883e-08
540,202,5.848e-05,9.14e-08
540,221,5.848e-05,8.531e-08
540,32,5.904e-05,7.798e-08
540,37,5.905e-05,8.175e-08
540,62,5.904e-05,9.443e-08
540,69,5.907e-05,7.897e-08
540,75,5.909e-05,7.985e-08
540,85,5.89e-05,8.286e-08
540,97,5.91e-05,1.054e-07
541,128,5.852e-05,8.075e-08
541,141,5.852e-05,9.757e-08
541,26,5.863e-05,6.843e-08
541,37,5.881e-05,9.051e-08
541,50,5.866e-05,8.11e-08
541,66,5.859e-05,7.761e-08
541,89,5.857e-05,9.088e-08
542,170,5.796e-05,7.695e-08
542,194,5.776e-05,7.663e-08
542,199,5.773e-05,8.1e-08
542,268,5.7e-05,7.114e-08
542,33,5.836e-05,9.131e-08
542,331,5.595e-05,6.601e-08
542,42,5.824e-05,7.578e-08
542,50,5.822e-05,7.467e-08
542,53,5.821e-05,9.04e-08
542,62,5.833e-05,8.176e-08
542,81,5.82e-05,9.082e-08
543,121,5.786e-05,9.236e-08
543,150,5.764e-05,8.248e-08
543,200,5.747e-05,8.598e-08
543,219,5.744e-05,7.074e-08
543,235,5.701e-05,8.578e-08
543,28,5.807e-05,9.372e-08
543,300,5.615e-05,7.434e-08
543,322,5.577e-05,8.446e-08
543,331,5.545e-05,6.738e-08
543,335,5.538e-05,8.153e-08
543,72,5.783e-05,8.286e-08
543,80,5.784e-05,8.751e-08
544,183,5.703e-05,9.305e-08
544,190,5.704e-05,8e-08
544,229,5.667e-05,7.853e-08
544,245,5.669e-05,8.468e-08
544,291,5.612e-05,7.69e-08
544,300,5.601e-05,8.27e-08
544,331,5.505e-05,8.219e-08
544,74,5.743e-05,8.245e-08
544,97,5.757e-05,7.71e-08
545,146,5.7e-05,7.703e-08
545,327,5.495e-05,8.381e-08
545,329,5.488e-05,7.865e-08
545,38,5.732e-05,7.911e-08
545,89,5.712e-05,6.876e-08
546,122,5.67e-05,8.152e-08
546,200,5.639e-05,8.076e-08
546,21,5.684e-05,7.892e-08
546,289,5.54e-05,7.722e-08
546,302,5.513e-05,8.888e-08
546,321,5.469e-05,6.92e-08
546,322,5.482e-05,7.685e-08
546,54,5.677e-05,8.159e-08
546,72,5.676e-05,8.01e-08
546,88,5.676e-05,8.103e-08
547,106,5.645e-05,7.191e-08
547,128,5.63e-05,8.016e-08
547,134,5.628e-05,7.178e-08
547,138,5.63e-05,8.665e-08
547,143,5.625e-05,8.487e-08
547,240,5.568e-05,7.565e-08
547,295,5.499e-05,7.624e-08
547,339,5.4e-05,7.537e-08
547,344,5.387e-05,7.831e-08
548,104,5.607e-05,8.528e-08
548,105,5.601e-05,8.636e-08
548,110,5.599e-05,9.061e-08
548,117,5.605e-05,8.175e-08
548,126,5.59e-05,7.405e-08
548,134,5.587e-05,8.568e-08
548,151,5.593e-05,8.744e-08
548,157,5.577e-05,7.484e-08
548,162,5.575e-05,7.805e-08
548,182,5.573e-05,8.954e-08
548,258,5.507e-05,7.295e-08
548,313,0.0002543,4.167e-07
548,315,4.335e-05,6.369e-08
548,317,5.415e-05,7.448e-08
548,328,5.388e-05,8.386e-08
548,349,5.329e-05,6.863e-08
548,59,5.602e-05,8.426e-08
549,134,5.559e-05,7.333e-08
549,153,5.551e-05,7.998e-08
549,160,5.551e-05,8.444e-08
549,185,5.546e-05,7.161e-08
549,241,5.486e-05,8.554e-08
549,250,5.482e-05,6.677e-08
549,267,5.463e-05,7.715e-08
549,326,5.352e-05,7.305e-08
549,349,5.291e-05,7.756e-08
549,47,5.576e-05,6.976e-08
549,58,5.569e-05,8.13e-08
549,99,5.568e-05,6.685e-08
550,119,5.537e-05,7.978e-08
550,12,5.533e-05,7.792e-08
550,18,5.55e-05,7.563e-08
550,196,5.489e-05,7.694e-08
550,319,5.355e-05,7.257e-08
550,33,5.522e-05,7.745e-08
550,344,5.274e-05,6.855e-08
550,46,5.538e-05,7.84e-08
550,81,5.547e-05,8.541e-08
550,82,5.536e-05,7.191e-08
551,106,5.503e-05,8.318e-08
551,163,5.476e-05,8.137e-08
551,176,5.469e-05,7.895e-08
551,286,5.366e-05,8.043e-08
551,309,5.324e-05,8.168e-08
551,34,5.512e-05,7.62e-08
551,38,5.509e-05,7.709e-08
551,62,5.509e-05,8.591e-08
551,70,5.508e-05,6.838e-08
551,73,5.499e-05,7.397e-08
551,74,5.498e-05,8.441e-08
552,172,5.446e-05,7.641e-08
552,21,5.465e-05,8.034e-08
552,22,5.483e-05,7.919e-08
552,28,5.47e-05,7.629e-08
552,304,5.303e-05,7.677e-08
552,31,5.472e-05,7.297e-08
552,33,5.482e-05,7.959e-08
553,114,5.421e-05,8.241e-08
553,129,5.425e-05,8.224e-08
553,188,5.394e-05,8.02e-08
553,19,5.441e-05,8.582e-08
553,231,5.36e-05,7.63e-08
553,306,5.28e-05,7.548e-08
553,319,5.246e-05,9.081e-08
553,42,5.441e-05,6.803e-08
553,48,5.438e-05,7.513e-08
553,59,5.438e-05,7.689e-08
554,106,5.398e-05,8.017e-08
554,114,5.389e-05,7.487e-08
554,174,5.373e-05,7.046e-08
554,182,5.363e-05,5.547e-08
554,25,5.406e-05,8.086e-08
554,266,5.296e-05,6.326e-08
554,283,5.276e-05,7.958e-08
554,30,5.404e-05,7.995e-08
554,311,5.222e-05,7.971e-08
554,319,5.212e-05,7.195e-08
554,34,5.392e-05,7.894e-08
554,43,5.408e-05,9.261e-08
554,93,5.407e-05,7.383e-08
555,123,5.359e-05,8.989e-08
555,129,5.344e-05,8.778e-08
555,17,5.38e-05,8.458e-08
555,199,5.323e-05,6.384e-08
555,222,5.303e-05,7.07e-08
555,259,5.267e-05,8.23e-08
555,282,5.242e-05,7.696e-08
555,29,5.38e-05,7.926e-08
555,30,5.377e-05,7.459e-08
555,339,5.141e-05,6.961e-08
555,45,5.358e-05,7.715e-08
556,100,5.333e-05,7.393e-08
556,103,5.325e-05,7.551e-08
556,20,5.342e-05,6.981e-08
556,224,5.278e-05,6.049e-08
556,30,5.347e-05,7.254e-08
556,41,5.336e-05,7.172e-08
556,62,5.333e-05,7.86e-08
557,116,5.283e-05,7.484e-08
557,13,5.311e-05,8.176e-08
557,16,5.306e-05,7.071e-08
557,211,5.252e-05,8.028e-08
557,256,5.209e-05,8.18e-08
557,280,5.184e-05,7.014e-08
557,299,5.155e-05,6.682e-08
557,308,5.134e-05,7.712e-08
557,318,5.12e-05,6.619e-08
557,331,5.101e-05,6.699e-08
557,69,5.299e-05,7.614e-08
557,79,5.3e-05,7.906e-08
557,85,5.3e-05,8.527e-08
558,107,5.264e-05,7.182e-08
558,117,5.258e-05,7.049e-08
558,211,5.215e-05,6.62e-08
558,265,5.164e-05,7.645e-08
558,282,5.155e-05,6.119e-08
558,43,5.278e-05,7.384e-08
558,79,5.269e-05,6.995e-08
558,84,5.275e-05,8.718e-08
558,95,5.259e-05,8.229e-08
559,125,5.227e-05,7.161e-08
559,152,5.212e-05,7.675e-08
559,17,5.247e-05,6.491e-08
559,208,5.185e-05,6.959e-08
559,237,5.169e-05,7.21e-08
559,240,5.152e-05,7.314e-08
559,256,5.159e-05,7.044e-08
559,268,5.129e-05,7.455e-08
559,274,5.125e-05,7.933e-08
559,276,5.131e-05,7.455e-08
559,308,5.082e-05,6.839e-08
559,321,0.0001076,1.552e-07
559,328,5.04e-05,7.147e-08
559,332,5.037e-05,7.47e-08
559,51,5.243e-05,7.329e-08
559,60,5.237e-05,8.836e-08
559,66,5.232e-05,7.925e-08
560,100,5.189e-05,7.621e-08
560,166,5.181e-05,8.237e-08
560,175,5.169e-05,6.579e-08
560,190,5.17e-05,8.107e-08
560,29,5.208e-05,7.947e-08
560,343,4.972e-05,6.824e-08
560,35,5.206e-05,7.127e-08
560,60,5.206e-05,6.588e-08
561,102,5.149e-05,6.652e-08
561,150,5.148e-05,7.139e-08
561,163,5.156e-05,7.105e-08
561,168,5.141e-05,7.366e-08
561,17,5.164e-05,7.692e-08
561,225,5.11e-05,6.9e-08
561,248,5.087e-05,7.222e-08
561,334,4.965e-05,6.801e-08
561,34,5.17e-05,6.55e-08
561,92,5.164e-05,7.14e-08
