m_slr,m_ne,cross,error
248,235,1.694e-05,4.418e-08
248,35,2.611e-05,5.875e-08
248,37,2.619e-05,6.977e-08
248,40,2.613e-05,6.386e-08
248,68,2.606e-05,6.808e-08
248,79,2.604e-05,7.398e-08
248,92,2.615e-05,6.361e-08
249,138,2.555e-05,6.403e-08
249,142,2.554e-05,6.485e-08
249,148,2.562e-05,6.997e-08
249,149,2.55e-05,5.551e-08
249,162,2.544e-05,6.774e-08
249,163,2.543e-05,8.819e-08
249,178,2.54e-05,6.428e-08
249,226,2.192e-05,5.641e-08
249,24,2.563e-05,6.568e-08
249,246,8.306e-07,2.273e-09
249,28,2.568e-05,5.981e-08
249,32,2.58e-05,8.098e-08
249,39,2.577e-05,5.769e-08
249,5,2.584e-05,6.286e-08
249,65,2.559e-05,1.021e-07
249,74,2.577e-05,7.391e-08
249,83,2.568e-05,6.624e-08
250,1,2.531e-05,6.262e-08
250,101,2.528e-05,7.37e-08
250,108,2.527e-05,6.322e-08
250,116,2.525e-05,6.355e-08
250,117,2.522e-05,5.775e-08
250,141,2.52e-05,6.737e-08
250,144,2.519e-05,7.176e-08
250,151,2.509e-05,5.454e-08
250,178,2.497e-05,6.265e-08
250,189,2.471e-05,5.706e-08
250,195,2.456e-05,5.051e-08
250,211,2.394e-05,5.099e-08
250,215,2.368e-05,5.802e-08
250,22,2.538e-05,8.574e-08
250,222,2.27e-05,5.981e-08
250,241,1.08e-05,2.501e-08
250,37,2.533e-05,5.808e-08
250,60,2.527e-05,8.769e-08
250,63,9.014e-05,3.68e-07
250,68,2.538e-05,6.601e-08
250,70,2.535e-05,8.704e-08
250,93,2.526e-05,5.779e-08
251,102,2.5e-05,5.957e-08
251,105,2.491e-05,5.951e-08
251,125,2.488e-05,5.673e-08
251,135,2.485e-05,5.519e-08
251,142,2.474e-05,5.609e-08
251,146,2.472e-05,6.489e-08
251,149,2.484e-05,6.218e-08
251,160,2.477e-05,6.003e-08
251,164,2.47e-05,6.682e-08
251,191,2.445e-05,5.367e-08
251,228,2.123e-05,5.339e-08
251,53,2.5e-05,5.921e-08
251,58,2.509e-05,5.456e-08
251,59,2.502e-05,6.194e-08
251,62,2.488e-05,5.955e-08
251,63,2.492e-05,6.445e-08
252,123,2.449e-05,6.539e-08
252,135,2.45e-05,5.288e-08
252,14,2.458e-05,7.325e-08
252,144,2.444e-05,5.837e-08
252,169,2.441e-05,5.681e-08
252,180,2.422e-05,6.183e-08
252,192,2.395e-05,6.23e-08
252,199,2.387e-05,5.075e-08
252,223,2.205e-05,4.978e-08
252,230,2.05e-05,5.245e-08
252,233,1.929e-05,5.837e-08
252,243,1.017e-05,2.989e-08
252,247,3.183e-06,8.263e-09
252,33,2.459e-05,7.015e-08
252,45,2.461e-05,5.813e-08
252,50,2.462e-05,6.389e-08
252,63,2.457e-05,5.677e-08
252,92,2.456e-05,6.409e-08
252,96,2.453e-05,5.535e-08
253,114,2.419e-05,5.955e-08
253,143,2.405e-05,6.739e-08
253,150,2.405e-05,5.596e-08
253,153,2.405e-05,6.735e-08
253,171,2.393e-05,5.678e-08
253,174,2.392e-05,6.889e-08
253,180,2.389e-05,5.582e-08
253,192,2.36e-05,6.985e-08
253,200,2.346e-05,5.931e-08
253,209,2.303e-05,5.628e-08
253,226,2.141e-05,5.153e-08
253,249,1.644e-06,3.786e-09
253,28,2.423e-05,5.526e-08
253,35,2.42e-05,5.877e-08
253,44,2.422e-05,6.369e-08
253,45,2.426e-05,5.624e-08
253,60,2.416e-05,6.253e-08
253,7,2.416e-05,6.176e-08
253,86,2.428e-05,5.475e-08
254,111,2.382e-05,5.839e-08
254,119,2.386e-05,7.651e-08
254,128,2.38e-05,5.503e-08
254,132,2.383e-05,5.726e-08
254,133,2.384e-05,6.38e-08
254,154,2.365e-05,5.054e-08
254,158,2.372e-05,5.514e-08
254,177,2.344e-05,5.652e-08
254,18,2.404e-05,5.947e-08
254,192,2.339e-05,7.063e-08
254,2,2.392e-05,6.743e-08
254,211,2.275e-05,6.022e-08
254,216,2.227e-05,4.835e-08
254,223,2.167e-05,4.921e-08
254,43,2.394e-05,6.518e-08
254,70,2.391e-05,5.346e-08
254,79,2.377e-05,6.272e-08
254,88,2.386e-05,5.74e-08
254,98,2.378e-05,6.024e-08
255,145,2.344e-05,6.687e-08
255,201,7.22e-06,2.005e-08
255,205,2.264e-05,6.073e-08
255,213,2.23e-05,4.896e-08
255,224,2.136e-05,5.862e-08
255,231,1.996e-05,4.647e-08
255,35,0.0001742,5.43e-07
255,41,2.36e-05,6.37e-08
255,54,2.356e-05,7.234e-08
255,94,2.35e-05,5.282e-08
256,10,2.319e-05,5.42e-08
256,116,2.32e-05,6.787e-08
256,134,2.306e-05,7.283e-08
256,153,2.301e-05,5.07e-08
256,196,2.267e-05,5.657e-08
256,197,2.247e-05,4.852e-08
256,206,2.239e-05,4.991e-08
256,219,2.159e-05,4.655e-08
256,242,1.471e-05,3.906e-08
256,31,1.582e-05,3.456e-08
256,50,2.32e-05,6.575e-08
256,71,2.317e-05,6.319e-08
257,103,2.277e-05,5.295e-08
257,13,2.287e-05,5.912e-08
257,132,9.47e-07,2.94e-09
257,181,2.244e-05,5.28e-08
257,194,2.238e-05,6.253e-08
257,197,2.228e-05,6.213e-08
257,198,2.224e-05,4.485e-08
257,213,2.169e-05,6.214e-08
257,22,2.285e-05,6.041e-08
257,220,2.125e-05,6.499e-08
257,225,2.07e-05,7.167e-08
257,227,2.04e-05,5.732e-08
257,231,1.971e-05,5.835e-08
257,243,1.443e-05,3.606e-08
257,42,2.286e-05,7.205e-08
257,56,2.282e-05,5.088e-08
257,64,2.289e-05,5.432e-08
257,83,2.281e-05,6.003e-08
257,85,2.289e-05,5.996e-08
257,89,2.283e-05,6.619e-08
257,98,2.281e-05,6.612e-08
258,120,2.244e-05,6.845e-08
258,124,2.244e-05,4.681e-08
258,138,2.244e-05,6.413e-08
258,160,2.228e-05,4.789e-08
258,17,2.25e-05,5.031e-08
258,178,2.227e-05,7.336e-08
258,19,2.264e-05,5.163e-08
258,190,2.203e-05,5.18e-08
258,199,2.192e-05,5.692e-08
258,239,1.717e-05,4.483e-08
258,33,2.262e-05,5.572e-08
258,51,4.36e-06,2.063e-08
258,52,2.256e-05,4.627e-08
258,56,2.256e-05,5.353e-08
258,77,1.201e-06,4.166e-09
258,86,2.252e-05,4.662e-08
258,95,2.255e-05,4.961e-08
259,108,2.224e-05,4.828e-08
259,109,2.219e-05,5.981e-08
259,117,2.213e-05,5.495e-08
259,142,2.214e-05,7.866e-08
259,15,2.229e-05,5.542e-08
259,153,2.209e-05,5.625e-08
259,155,2.198e-05,5.773e-08
259,176,2.187e-05,6.355e-08
259,187,2.187e-05,6.474e-08
259,201,2.157e-05,6.275e-08
259,202,2.153e-05,4.81e-08
259,205,2.148e-05,5.186e-08
259,214,2.109e-05,5.619e-08
259,225,2.026e-05,5.254e-08
259,242,1.577e-05,3.254e-08
259,25,2.219e-05,4.875e-08
259,28,2.224e-05,5.242e-08
259,35,2.228e-05,5.639e-08
259,43,2.225e-05,4.915e-08
259,51,2.224e-05,6.059e-08
259,54,2.224e-05,5.404e-08
259,70,2.215e-05,5.938e-08
259,77,2.222e-05,5.236e-08
260,122,2.184e-05,4.967e-08
260,158,2.174e-05,5.199e-08
260,165,2.178e-05,5.155e-08
260,187,2.152e-05,5.593e-08
260,199,2.125e-05,5.517e-08
260,31,2.19e-05,6.336e-08
260,36,2.198e-05,4.864e-08
260,37,2.191e-05,5.705e-08
260,77,2.187e-05,4.921e-08
260,79,2.199e-05,5.203e-08
260,87,2.185e-05,5.017e-08
261,10,2.165e-05,6.14e-08
261,102,2.158e-05,4.75e-08
261,112,2.16e-05,5.21e-08
261,145,2.158e-05,4.867e-08
261,170,2.141e-05,4.911e-08
261,210,2.066e-05,4.402e-08
261,220,2.02e-05,4.991e-08
261,228,7.722e-05,2.093e-07
261,229,1.937e-05,5.806e-08
261,235,1.839e-05,4.768e-08
261,249,1.126e-05,2.339e-08
261,27,2.158e-05,4.836e-08
261,44,2.169e-05,4.537e-08
261,49,2.159e-05,5.645e-08
261,58,2.159e-05,4.366e-08
261,69,2.161e-05,5.585e-08
261,70,9.776e-07,2.684e-09
261,72,2.162e-05,5.156e-08
261,76,2.155e-05,5.202e-08
261,77,2.167e-05,5.235e-08
262,100,2.125e-05,5.814e-08
262,158,2.114e-05,4.235e-08
262,170,2.108e-05,5.663e-08
262,177,2.103e-05,5.859e-08
262,205,2.062e-05,4.976e-08
262,207,2.055e-05,5.174e-08
262,216,2.017e-05,4.617e-08
262,226,2.011e-05,4.747e-08
262,228,1.932e-05,4.822e-08
262,242,1.619e-05,4.065e-08
262,244,1.532e-05,3.547e-08
262,245,1.483e-05,3.443e-08
262,32,2.137e-05,7.783e-08
262,36,2.128e-05,4.78e-08
262,42,2.126e-05,4.807e-08
262,52,2.131e-05,5.284e-08
262,59,2.133e-05,4.744e-08
262,6,2.129e-05,5.208e-08
263,110,2.094e-05,4.646e-08
263,112,2.087e-05,4.742e-08
263,120,2.1e-05,4.765e-08
263,154,2.096e-05,5.139e-08
263,168,2.077e-05,5.16e-08
263,177,2.073e-05,5.773e-08
263,184,2.06e-05,4.39e-08
263,202,2.034e-05,6.063e-08
263,210,2.018e-05,5.048e-08
263,212,2.013e-05,4.343e-08
263,215,1.997e-05,4.017e-08
263,57,2.098e-05,6.091e-08
264,118,2.061e-05,4.488e-08
264,119,2.061e-05,5.282e-08
264,130,0.0004576,1.257e-06
264,165,2.053e-05,5.057e-08
264,189,2.028e-05,7.356e-08
264,248,1.358e-05,2.92e-08
264,249,1.288e-05,2.905e-08
264,44,2.071e-05,4.867e-08
264,64,2.073e-05,4.816e-08
264,75,2.063e-05,4.135e-08
264,85,2.066e-05,4.482e-08
265,106,2.041e-05,5.243e-08
265,165,2.02e-05,4.301e-08
265,174,2.015e-05,4.437e-08
265,199,1.984e-05,4.677e-08
265,202,1.985e-05,5.037e-08
265,212,1.953e-05,4.788e-08
265,241,1.669e-05,3.904e-08
265,245,1.535e-05,3.26e-08
265,48,2.045e-05,1.887e-08
265,50,2.045e-05,5.18e-08
265,57,2.052e-05,4.422e-08
265,75,2.043e-05,4.443e-08
266,104,2.011e-05,5.256e-08
266,113,1.999e-05,5.021e-08
266,119,2.01e-05,4.999e-08
266,123,2.009e-05,4.491e-08
266,126,2.01e-05,4.511e-08
266,186,1.98e-05,4.419e-08
266,192,1.973e-05,5.732e-08
266,204,1.954e-05,5.374e-08
266,219,1.907e-05,4.613e-08
266,224,1.878e-05,5.585e-08
266,26,2.012e-05,5.361e-08
266,33,2.021e-05,5.309e-08
266,5,2.012e-05,5.015e-08
266,54,2.016e-05,4.855e-08
266,58,2.017e-05,4.028e-08
266,78,0.0003255,9.357e-07
267,104,1.981e-05,4.27e-08
267,108,1.981e-05,4.494e-08
267,112,1.98e-05,4.949e-08
267,120,1.981e-05,4.858e-08
267,122,1.988e-05,5.113e-08
267,132,3.23e-05,9.887e-08
267,14,1.987e-05,4.284e-08
267,158,1.968e-05,5.102e-08
267,165,1.963e-05,4.9e-08
267,202,1.934e-05,4.616e-08
267,206,1.919e-05,4.39e-08
267,225,1.848e-05,4.143e-08
267,44,1.984e-05,4.899e-08
267,72,1.986e-05,4.855e-08
267,93,1.983e-05,4.546e-08
268,116,1.96e-05,4.218e-08
268,125,1.949e-05,5.317e-08
268,136,1.945e-05,4.868e-08
268,143,1.947e-05,5.043e-08
268,184,1.924e-05,4.786e-08
268,241,1.647e-05,3.246e-08
268,43,1.953e-05,4.791e-08
268,53,1.96e-05,3.961e-08
268,62,1.958e-05,4.875e-08
268,84,1.962e-05,4.177e-08
269,108,1.925e-05,4.579e-08
269,133,1.925e-05,4.457e-08
269,139,1.919e-05,4.177e-08
269,151,1.921e-05,3.818e-08
269,165,1.918e-05,5.968e-08
269,167,1.912e-05,4.655e-08
269,186,1.897e-05,5.372e-08
269,199,1.885e-05,4.855e-08
269,235,1.719e-05,4.31e-08
269,25,1.937e-05,4.89e-08
269,34,1.927e-05,4.394e-08
269,39,1.934e-05,5.685e-08
269,43,1.936e-05,5.148e-08
269,97,1.932e-05,3.832e-08
270,101,1.903e-05,4.842e-08
270,110,1.905e-05,4.698e-08
270,127,1.891e-05,5.37e-08
270,147,1.893e-05,4.218e-08
270,159,1.885e-05,4.959e-08
270,174,1.88e-05,4.138e-08
270,20,1.908e-05,4.748e-08
270,231,1.742e-05,4.992e-08
270,31,1.903e-05,4.735e-08
270,41,1.909e-05,4.901e-08
270,74,1.906e-05,4.154e-08
270,83,1.903e-05,5.006e-08
270,89,1.901e-05,4.701e-08
271,106,1.874e-05,4.831e-08
271,11,1.878e-05,3.758e-08
271,154,1.856e-05,4.516e-08
271,178,1.851e-05,4.881e-08
271,180,1.854e-05,5.312e-08
271,183,1.854e-05,3.992e-08
271,184,1.849e-05,5.444e-08
271,2,1.881e-05,3.82e-08
271,3,1.878e-05,4.489e-08
271,40,1.88e-05,4.125e-08
271,45,1.873e-05,4.397e-08
271,57,1.883e-05,4.156e-08
271,61,1.876e-05,4.793e-08
271,71,2.568e-05,8.323e-08
272,111,1.848e-05,4.364e-08
272,120,1.849e-05,5.322e-08
272,122,1.845e-05,4.244e-08
272,124,1.841e-05,4.377e-08
272,142,1.843e-05,4.214e-08
272,180,1.825e-05,4.749e-08
272,183,1.83e-05,4.082e-08
272,199,1.814e-05,4.045e-08
272,217,1.772e-05,4.758e-08
272,247,1.494e-05,3.767e-08
272,40,1.853e-05,4.572e-08
272,47,1.852e-05,4.823e-08
272,5,1.858e-05,4.637e-08
272,56,1.85e-05,4.843e-08
272,81,9.053e-05,2.794e-07
272,95,1.848e-05,4.729e-08
273,133,1.821e-05,3.512e-08
273,140,1.818e-05,5.502e-08
273,15,1.831e-05,5.929e-08
273,151,1.814e-05,4.297e-08
273,214,1.757e-05,3.953e-08
273,222,1.736e-05,3.956e-08
273,231,1.683e-05,3.467e-08
273,239,1.621e-05,3.698e-08
273,243,1.57e-05,3.161e-08
273,246,1.511e-05,3.446e-08
273,25,1.828e-05,5.184e-08
273,32,1.829e-05,3.511e-08
273,78,1.829e-05,3.827e-08
274,100,1.8e-05,4.244e-08
274,119,1.793e-05,4.498e-08
274,124,1.793e-05,3.779e-08
274,138,1.801e-05,3.793e-08
274,154,1.789e-05,3.955e-08
274,16,1.8e-05,3.86e-08
274,164,1.79e-05,4.025e-08
274,165,1.79e-05,3.968e-08
274,172,1.782e-05,3.814e-08
274,179,1.78e-05,3.674e-08
274,210,1.743e-05,3.619e-08
274,221,1.712e-05,4.421e-08
274,222,1.709e-05,4.253e-08
274,243,1.554e-05,3.588e-08
274,35,1.806e-05,4.268e-08
274,60,1.804e-05,3.535e-08
275,106,1.774e-05,4.066e-08
275,123,1.77e-05,4.165e-08
275,138,1.773e-05,4.409e-08
275,151,1.766e-05,3.841e-08
275,156,1.77e-05,4.531e-08
275,17,1.776e-05,4.12e-08
275,184,1.753e-05,3.961e-08
275,185,1.746e-05,6.587e-08
275,202,1.738e-05,4.378e-08
275,25,1.774e-05,4.46e-08
275,50,1.779e-05,4.261e-08
275,54,1.775e-05,3.854e-08
275,63,1.781e-05,4.285e-08
275,73,1.775e-05,4.416e-08
275,94,1.777e-05,4.599e-08
276,10,1.746e-05,5.194e-08
276,115,1.752e-05,4.343e-08
276,117,1.753e-05,3.889e-08
276,125,1.753e-05,3.941e-08
276,134,1.74e-05,3.97e-08
276,14,1.76e-05,5.394e-08
276,140,1.748e-05,3.677e-08
276,191,1.723e-05,4.032e-08
276,195,1.722e-05,4.325e-08
276,222,1.665e-05,3.258e-08
276,230,1.637e-05,4.521e-08
276,36,1.76e-05,3.508e-08
276,37,1.756e-05,4.869e-08
276,44,1.761e-05,3.88e-08
276,51,1.756e-05,3.81e-08
276,56,1.753e-05,3.818e-08
276,69,1.751e-05,4.7e-08
276,84,1.752e-05,4.517e-08
277,120,1.72e-05,4.361e-08
277,131,1.723e-05,3.474e-08
277,164,1.714e-05,3.683e-08
277,168,1.717e-05,4.483e-08
277,187,1.703e-05,3.739e-08
277,223,1.643e-05,4.454e-08
277,226,1.627e-05,3.826e-08
277,238,1.568e-05,3.114e-08
277,246,1.479e-05,3.494e-08
277,247,1.462e-05,2.981e-08
277,27,1.739e-05,4.062e-08
277,48,1.729e-05,4.465e-08
277,52,1.731e-05,4.274e-08
277,71,1.726e-05,4.31e-08
277,78,1.729e-05,1.675e-08
277,81,1.731e-05,3.757e-08
278,1,1.712e-05,4.564e-08
278,114,1.703e-05,5.208e-08
278,116,1.708e-05,3.32e-08
278,123,1.698e-05,4.073e-08
278,126,1.702e-05,3.629e-08
278,128,1.705e-05,3.571e-08
278,15,1.716e-05,3.536e-08
278,150,1.702e-05,3.629e-08
278,152,1.697e-05,3.775e-08
278,168,1.69e-05,3.823e-08
278,195,1.674e-05,3.645e-08
278,197,1.675e-05,3.848e-08
278,202,1.669e-05,3.404e-08
278,210,1.648e-05,3.825e-08
278,229,1.601e-05,4.103e-08
278,232,1.584e-05,3.797e-08
278,50,1.708e-05,3.898e-08
278,59,1.708e-05,3.695e-08
278,64,1.707e-05,3.666e-08
278,75,1.716e-05,3.854e-08
278,85,1.703e-05,3.741e-08
278,91,1.707e-05,3.784e-08
279,10,1.692e-05,3.876e-08
279,117,1.683e-05,3.635e-08
279,185,1.659e-05,4.651e-08
279,20,1.681e-05,3.482e-08
279,228,1.585e-05,3.262e-08
279,233,1.568e-05,4.068e-08
279,248,1.424e-05,4.355e-08
279,39,1.688e-05,3.392e-08
279,45,1.689e-05,4.048e-08
279,72,1.685e-05,4.031e-08
279,82,1.687e-05,4.084e-08
279,92,1.681e-05,4.002e-08
280,10,1.665e-05,3.674e-08
280,11,1.659e-05,3.405e-08
280,118,1.656e-05,4.398e-08
280,132,1.662e-05,3.908e-08
280,151,1.648e-05,4.05e-08
280,172,1.646e-05,3.906e-08
280,22,1.662e-05,3.9e-08
280,242,1.493e-05,2.894e-08
280,243,1.476e-05,3.036e-08
280,29,1.669e-05,4.007e-08
280,46,1.665e-05,3.586e-08
280,74,1.661e-05,3.267e-08
281,129,1.635e-05,3.653e-08
281,131,1.634e-05,3.753e-08
281,137,1.633e-05,3.917e-08
281,150,1.629e-05,3.616e-08
281,169,1.625e-05,3.955e-08
281,190,1.613e-05,4.113e-08
281,196,1.604e-05,3.547e-08
281,212,1.581e-05,3.254e-08
281,230,1.542e-05,3.432e-08
281,235,1.52e-05,3.792e-08
281,241,1.482e-05,3.251e-08
281,27,1.64e-05,3.956e-08
281,32,1.638e-05,4.912e-08
281,34,1.636e-05,3.639e-08
281,35,1.643e-05,3.76e-08
281,66,1.638e-05,3.953e-08
281,70,1.64e-05,4.179e-08
282,10,1.621e-05,4.773e-08
282,117,1.612e-05,4.215e-08
282,122,1.616e-05,4.09e-08
282,130,1.611e-05,3.25e-08
282,131,1.613e-05,3.59e-08
282,149,1.602e-05,3.859e-08
282,158,1.605e-05,3.219e-08
282,174,1.599e-05,3.119e-08
282,181,1.598e-05,3.501e-08
282,188,1.591e-05,3.823e-08
282,193,1.589e-05,3.935e-08
282,213,1.566e-05,3.204e-08
282,228,1.529e-05,3.067e-08
282,229,1.523e-05,3.408e-08
282,245,1.437e-05,3.782e-08
282,35,1.619e-05,3.58e-08
282,39,1.625e-05,3.361e-08
282,48,1.619e-05,3.325e-08
282,54,1.62e-05,3.311e-08
282,62,1.613e-05,3.579e-08
282,79,1.619e-05,4.525e-08
282,99,1.621e-05,3.697e-08
283,164,1.579e-05,3.173e-08
283,168,1.585e-05,4.403e-08
283,181,1.575e-05,3.456e-08
283,182,1.568e-05,3.528e-08
283,185,1.576e-05,3.281e-08
283,197,1.561e-05,4.111e-08
283,210,1.545e-05,3.693e-08
283,217,1.538e-05,3.277e-08
283,224,1.522e-05,3.161e-08
283,226,1.516e-05,5.042e-08
283,230,1.502e-05,3.436e-08
283,236,1.477e-05,3.508e-08
283,25,1.591e-05,3.382e-08
283,26,1.595e-05,3.626e-08
283,27,1.601e-05,3.655e-08
283,49,1.603e-05,3.341e-08
283,62,1.602e-05,3.561e-08
283,87,1.597e-05,3.267e-08
283,9,1.596e-05,4.22e-08
283,96,1.592e-05,3.973e-08
284,120,1.57e-05,3.464e-08
284,126,1.576e-05,3.48e-08
284,128,1.572e-05,2.986e-08
284,132,1.57e-05,3.467e-08
284,154,1.561e-05,3.126e-08
284,158,1.563e-05,3.099e-08
284,186,1.554e-05,3.95e-08
284,191,1.549e-05,3.165e-08
284,206,1.534e-05,3.057e-08
284,208,1.536e-05,3.463e-08
284,230,1.485e-05,3.631e-08
284,244,1.417e-05,3.06e-08
284,36,1.582e-05,3.983e-08
284,42,1.576e-05,3.405e-08
284,45,1.58e-05,3.455e-08
284,89,1.576e-05,3.918e-08
284,93,1.574e-05,3.31e-08
284,96,1.577e-05,3.784e-08
285,11,1.564e-05,3.373e-08
285,131,1.546e-05,3.741e-08
285,136,1.552e-05,4.812e-08
285,146,1.541e-05,3.254e-08
285,151,1.545e-05,3.409e-08
285,163,1.54e-05,4.455e-08
285,170,1.543e-05,4.349e-08
285,180,1.536e-05,3.196e-08
285,200,1.525e-05,4.568e-08
285,215,1.5e-05,3.299e-08
285,217,1.5e-05,3.236e-08
285,249,1.36e-05,3.026e-08
285,3,1.556e-05,3.608e-08
285,49,1.557e-05,3.557e-08
285,5,1.561e-05,3.649e-08
285,57,1.551e-05,5.788e-08
285,63,1.558e-05,3.588e-08
285,76,1.56e-05,3.579e-08
285,85,1.552e-05,3.756e-08
285,86,1.557e-05,3.484e-08
285,9,1.556e-05,3.507e-08
286,10,1.538e-05,4.524e-08
286,106,1.532e-05,3.422e-08
286,107,1.532e-05,3.225e-08
286,118,1.531e-05,3.167e-08
286,126,1.525e-05,4.141e-08
286,139,1.527e-05,4.252e-08
286,147,1.524e-05,3.166e-08
286,16,1.538e-05,3.283e-08
286,175,1.518e-05,3.241e-08
286,190,1.51e-05,3.572e-08
286,197,1.506e-05,3.104e-08
286,20,1.534e-05,3.651e-08
286,220,1.475e-05,3.683e-08
286,247,1.369e-05,3.379e-08
286,33,1.539e-05,3.373e-08
286,5,1.534e-05,3.091e-08
286,84,1.533e-05,3.544e-08
287,107,1.512e-05,3.844e-08
287,128,1.51e-05,3.432e-08
287,129,1.509e-05,3.016e-08
287,148,1.511e-05,3.111e-08
287,176,1.496e-05,3.294e-08
287,184,1.49e-05,3.341e-08
287,188,1.494e-05,3.558e-08
287,199,1.484e-05,4.067e-08
287,207,1.473e-05,3.785e-08
287,222,1.454e-05,3.117e-08
287,223,1.452e-05,3.955e-08
287,4,1.52e-05,3.545e-08
287,44,1.518e-05,4.259e-08
287,8,1.521e-05,3.295e-08
287,90,1.513e-05,3.718e-08
287,99,1.514e-05,3.086e-08
288,138,1.487e-05,3.125e-08
288,149,1.489e-05,2.933e-08
288,173,1.481e-05,3.284e-08
288,174,1.475e-05,3.304e-08
288,192,1.472e-05,2.71e-08
288,52,1.498e-05,3.201e-08
288,62,1.495e-05,3.739e-08
288,63,1.489e-05,3.432e-08
288,66,1.493e-05,3.903e-08
288,71,1.496e-05,3.771e-08
288,89,1.491e-05,3.496e-08
289,115,1.475e-05,2.795e-08
289,123,1.473e-05,2.935e-08
289,134,1.468e-05,3.647e-08
289,177,1.457e-05,3.245e-08
289,197,1.443e-05,3.754e-08
289,201,1.445e-05,3.637e-08
289,217,1.428e-05,2.694e-08
289,234,1.391e-05,3.736e-08
289,249,1.314e-05,2.672e-08
289,26,1.479e-05,3.204e-08
289,56,1.475e-05,2.746e-08
289,88,1.475e-05,3.176e-08
289,9,1.482e-05,3.565e-08
290,104,1.456e-05,3.046e-08
290,115,1.45e-05,3.992e-08
290,122,1.447e-05,3.112e-08
290,126,1.449e-05,3.834e-08
290,153,1.445e-05,3.115e-08
290,157,1.445e-05,4.046e-08
290,162,1.443e-05,3.163e-08
290,2,1.457e-05,3.87e-08
290,225,1.394e-05,3.236e-08
290,233,1.375e-05,3.826e-08
290,30,1.457e-05,3.228e-08
290,33,1.458e-05,3.69e-08
290,46,1.455e-05,3.051e-08
290,88,1.458e-05,2.965e-08
290,9,1.455e-05,3.027e-08
290,91,1.448e-05,4.417e-08
290,93,1.456e-05,3.819e-08
290,94,1.454e-05,3.924e-08
291,107,1.436e-05,3.079e-08
291,14,1.428e-05,7.404e-08
291,154,1.43e-05,3.295e-08
291,157,1.421e-05,3.19e-08
291,163,1.426e-05,2.736e-08
291,169,1.423e-05,3.045e-08
291,17,1.437e-05,3.341e-08
291,176,1.416e-05,3.244e-08
291,182,1.421e-05,4.182e-08
291,185,1.415e-05,3.23e-08
291,222,1.386e-05,3.152e-08
291,226,1.372e-05,3.118e-08
291,233,1.356e-05,2.52e-08
291,26,1.438e-05,4.073e-08
291,36,1.441e-05,3.079e-08
291,37,1.441e-05,3.308e-08
291,38,1.436e-05,2.682e-08
291,46,1.442e-05,4.808e-08
291,5,1.441e-05,3.858e-08
291,69,1.439e-05,2.774e-08
291,73,1.439e-05,2.638e-08
291,99,1.436e-05,3.373e-08
292,138,1.409e-05,2.851e-08
292,205,1.388e-05,3.028e-08
292,245,1.295e-05,2.681e-08
292,28,1.42e-05,3.583e-08
292,77,1.419e-05,3.153e-08
292,86,1.423e-05,4.49e-08
293,13,1.401e-05,3.73e-08
293,143,1.394e-05,3.597e-08
293,149,1.39e-05,2.831e-08
293,157,1.392e-05,3.239e-08
293,193,1.377e-05,2.775e-08
293,195,1.373e-05,2.564e-08
293,221,1.35e-05,2.487e-08
293,229,1.334e-05,3.798e-08
293,231,1.33e-05,2.857e-08
293,56,1.402e-05,3.01e-08
293,57,1.401e-05,3.807e-08
293,66,1.4e-05,2.994e-08
293,7,1.408e-05,3.541e-08
293,71,1.403e-05,2.962e-08
293,85,1.4e-05,6.17e-08
293,93,1.401e-05,2.805e-08
294,111,1.386e-05,3.272e-08
294,115,1.381e-05,3.158e-08
294,13,1.384e-05,3.484e-08
294,131,1.38e-05,3.114e-08
294,158,1.37e-05,5.325e-08
294,167,1.369e-05,2.911e-08
294,174,1.366e-05,3.419e-08
294,18,1.387e-05,2.796e-08
294,182,1.363e-05,3.687e-08
294,25,3.044e-05,7.199e-08
294,43,1.38e-05,2.652e-08
294,48,8.545e-06,2.108e-08
294,53,1.385e-05,3.264e-08
294,76,1.383e-05,3.081e-08
294,83,1.383e-05,3.044e-08
294,94,1.379e-05,3.523e-08
294,95,1.383e-05,3.619e-08
295,10,1.369e-05,3.366e-08
295,105,1.362e-05,3.126e-08
295,107,1.362e-05,3.431e-08
295,125,1.36e-05,3.364e-08
295,132,1.359e-05,2.808e-08
295,133,1.359e-05,2.957e-08
295,145,1.351e-05,5.094e-08
295,147,1.356e-05,3.078e-08
295,152,1.357e-05,3.022e-08
295,159,1.355e-05,2.893e-08
295,199,1.339e-05,3.183e-08
295,56,1.372e-05,3.94e-08
295,68,1.359e-05,3.295e-08
295,77,1.362e-05,3.584e-08
295,90,1.361e-05,3.043e-08
296,103,1.345e-05,2.654e-08
296,104,1.346e-05,3.111e-08
296,126,1.282e-06,3.84e-09
296,131,1.342e-05,2.859e-08
296,136,1.341e-05,6.252e-08
296,188,1.324e-05,2.714e-08
296,192,1.331e-05,2.946e-08
296,195,1.324e-05,2.676e-08
296,20,1.347e-05,2.901e-08
296,207,1.31e-05,2.877e-08
296,216,1.31e-05,3.214e-08
296,219,1.305e-05,4.716e-08
296,222,1.296e-05,2.614e-08
296,230,1.289e-05,2.753e-08
296,240,1.265e-05,2.746e-08
296,62,1.349e-05,2.66e-08
296,9,1.351e-05,2.448e-08
297,103,1.327e-05,3.825e-08
297,113,1.325e-05,3.057e-08
297,114,1.33e-05,2.932e-08
