m_slr,m_ne,cross,error
380,10,5.093e-06,1.875e-08
380,111,5.095e-06,2.028e-08
380,123,5.041e-06,1.76e-08
380,130,5.052e-06,2.327e-08
380,131,5.048e-06,1.744e-08
380,134,5.068e-06,2.205e-08
380,137,5.064e-06,1.526e-08
380,14,5.075e-06,2.055e-08
380,146,5.069e-06,2.319e-08
380,195,5.018e-06,1.557e-08
380,209,5.005e-06,2.068e-08
380,22,5.09e-06,2.272e-08
380,222,4.996e-06,2.044e-08
380,239,4.986e-06,1.832e-08
380,37,5.047e-06,2.249e-08
380,50,5.114e-06,1.946e-08
380,51,5.088e-06,2.085e-08
380,79,5.077e-06,2.442e-08
380,81,5.067e-06,1.938e-08
380,86,5.084e-06,2.377e-08
380,99,5.069e-06,1.698e-08
381,103,5.035e-06,1.973e-08
381,114,5.024e-06,2.426e-08
381,123,4.99e-06,1.77e-08
381,131,5.02e-06,2.129e-08
381,133,5.032e-06,1.773e-08
381,157,5.004e-06,1.492e-08
381,160,5.005e-06,1.925e-08
381,161,4.985e-06,2.306e-08
381,175,4.999e-06,2.594e-08
381,18,5.009e-06,1.731e-08
381,190,4.99e-06,2.173e-08
381,194,4.993e-06,1.734e-08
381,203,4.955e-06,9.627e-09
381,21,5.03e-06,2.398e-08
381,210,4.998e-06,2.263e-08
381,222,4.923e-06,1.857e-08
381,226,4.913e-06,2.359e-08
381,53,5.043e-06,2.46e-08
381,71,5.05e-06,1.934e-08
381,72,5.004e-06,2.012e-08
381,87,5.034e-06,2.107e-08
381,88,5.018e-06,2.106e-08
382,1,4.991e-06,1.976e-08
382,10,4.992e-06,1.722e-08
382,107,4.956e-06,2.384e-08
382,112,4.926e-06,1.728e-08
382,13,4.987e-06,2.588e-08
382,137,4.953e-06,1.996e-08
382,140,4.959e-06,1.877e-08
382,142,4.941e-06,2.192e-08
382,145,4.964e-06,1.912e-08
382,170,4.938e-06,1.921e-08
382,178,4.928e-06,1.668e-08
382,206,4.929e-06,2.14e-08
382,223,4.887e-06,2.368e-08
382,27,4.987e-06,1.865e-08
382,56,4.971e-06,2.528e-08
382,61,4.938e-06,1.993e-08
382,71,4.976e-06,1.979e-08
382,9,5e-06,2.459e-08
383,126,4.932e-06,2.051e-08
383,13,4.959e-06,2.034e-08
383,133,4.914e-06,1.836e-08
383,144,4.88e-06,2.198e-08
383,147,4.908e-06,1.876e-08
383,150,4.91e-06,2.287e-08
383,156,4.922e-06,2.178e-08
383,168,4.891e-06,1.762e-08
383,169,4.867e-06,1.976e-08
383,188,4.875e-06,2.636e-08
383,195,4.858e-06,2.259e-08
383,204,4.859e-06,1.743e-08
383,220,4.866e-06,2.207e-08
383,237,4.825e-06,2.444e-08
383,28,4.957e-06,2.276e-08
383,49,4.915e-06,1.897e-08
383,50,4.877e-06,2.303e-08
383,66,4.918e-06,9.356e-09
383,96,4.934e-06,1.857e-08
384,131,4.859e-06,1.848e-08
384,133,4.834e-06,2.3e-08
384,140,4.852e-06,2.184e-08
384,182,4.844e-06,1.821e-08
384,196,4.822e-06,2.091e-08
384,198,4.802e-06,2.589e-08
384,213,4.814e-06,1.994e-08
384,226,4.77e-06,1.808e-08
384,233,4.763e-06,1.987e-08
384,238,4.753e-06,2.259e-08
384,246,4.755e-06,1.958e-08
384,247,4.768e-06,1.936e-08
384,5,4.907e-06,2.178e-08
384,51,4.864e-06,1.711e-08
384,52,4.899e-06,1.874e-08
384,53,4.89e-06,2.836e-08
384,61,4.888e-06,1.88e-08
385,10,4.801e-06,1.799e-08
385,104,4.826e-06,1.922e-08
385,132,4.804e-06,1.977e-08
385,135,4.797e-06,1.976e-08
385,146,4.784e-06,1.949e-08
385,152,4.775e-06,1.782e-08
385,158,4.819e-06,2.056e-08
385,174,4.78e-06,1.823e-08
385,184,2.7e-05,6.669e-08
385,191,4.785e-06,1.493e-08
385,196,4.774e-06,1.805e-08
385,208,4.759e-06,2.3e-08
385,213,4.743e-06,1.611e-08
385,214,4.761e-06,1.967e-08
385,24,4.827e-06,2.027e-08
385,242,4.699e-06,1.818e-08
385,249,4.698e-06,2.05e-08
385,39,4.822e-06,1.199e-08
385,53,4.833e-06,2.433e-08
385,57,4.808e-06,2.192e-08
385,66,4.826e-06,9.429e-09
385,85,4.806e-06,1.699e-08
385,90,4.833e-06,1.648e-08
385,91,4.837e-06,1.878e-08
386,101,4.742e-06,1.953e-08
386,123,4.761e-06,2.013e-08
386,124,4.773e-06,1.9e-08
386,140,4.78e-06,1.828e-08
386,148,4.741e-06,2.203e-08
386,167,4.75e-06,1.632e-08
386,183,4.725e-06,2.253e-08
386,190,4.733e-06,2.158e-08
386,191,4.751e-06,2.94e-08
386,205,4.699e-06,2.362e-08
386,214,4.695e-06,1.637e-08
386,221,4.691e-06,2.065e-08
386,222,4.693e-06,2.008e-08
386,229,4.682e-06,1.905e-08
386,238,4.668e-06,1.905e-08
386,243,4.662e-06,1.362e-08
386,43,4.768e-06,1.719e-08
386,48,4.775e-06,2.163e-08
386,60,4.787e-06,2.127e-08
386,68,4.779e-06,1.538e-08
386,7,4.81e-06,1.54e-08
386,91,4.785e-06,2.084e-08
386,92,4.764e-06,2.136e-08
387,101,4.703e-06,1.963e-08
387,111,4.707e-06,2.187e-08
387,123,4.708e-06,1.905e-08
387,142,4.672e-06,1.795e-08
387,173,4.678e-06,2.008e-08
387,201,4.68e-06,1.928e-08
387,205,4.655e-06,1.868e-08
387,209,4.648e-06,2.364e-08
387,211,4.653e-06,1.771e-08
387,234,4.603e-06,1.72e-08
387,239,4.622e-06,1.7e-08
387,243,4.157e-05,1.161e-07
387,248,4.621e-06,2.542e-08
387,42,4.715e-06,1.814e-08
387,65,4.744e-06,1.969e-08
387,66,4.727e-06,2.482e-08
387,69,4.738e-06,1.988e-08
387,7,4.734e-06,1.77e-08
387,77,4.71e-06,1.802e-08
387,80,4.708e-06,1.741e-08
387,84,4.707e-06,2.489e-08
388,100,4.655e-06,1.681e-08
388,104,4.681e-06,1.681e-08
388,105,4.655e-06,2.093e-08
388,110,4.683e-06,2.323e-08
388,118,4.638e-06,1.652e-08
388,144,4.67e-06,1.921e-08
388,152,4.648e-06,1.735e-08
388,16,4.677e-06,1.941e-08
388,169,4.651e-06,1.969e-08
388,18,4.663e-06,1.847e-08
388,180,4.641e-06,2.055e-08
388,186,4.651e-06,2.114e-08
388,191,4.641e-06,1.218e-08
388,193,4.613e-06,2.36e-08
388,2,4.663e-06,1.633e-08
388,20,4.664e-06,1.408e-08
388,217,4.608e-06,1.529e-08
388,244,4.576e-06,1.626e-08
388,28,4.681e-06,1.946e-08
388,36,4.658e-06,1.719e-08
388,8,4.674e-06,2.276e-08
388,84,4.69e-06,2.666e-08
388,89,4.662e-06,2.233e-08
389,101,4.639e-06,1.947e-08
389,128,4.646e-06,1.726e-08
389,139,4.585e-06,1.907e-08
389,140,4.608e-06,1.832e-08
389,160,4.603e-06,2.069e-08
389,183,4.631e-06,1.796e-08
389,195,4.568e-06,1.626e-08
389,208,4.583e-06,2.377e-08
389,220,4.559e-06,1.626e-08
389,223,4.541e-06,2.123e-08
389,235,4.525e-06,1.449e-08
389,28,4.635e-06,1.365e-08
389,31,4.624e-06,2.125e-08
389,33,4.644e-06,1.754e-08
389,35,4.633e-06,1.857e-08
389,37,4.629e-06,1.867e-08
389,50,4.633e-06,2.44e-08
389,67,4.636e-06,9.923e-09
389,73,4.615e-06,1.887e-08
390,111,4.564e-06,1.899e-08
390,124,4.568e-06,1.87e-08
390,128,4.569e-06,1.899e-08
390,134,4.58e-06,1.612e-08
390,138,4.577e-06,1.85e-08
390,15,4.593e-06,1.869e-08
390,165,4.56e-06,1.802e-08
390,186,4.555e-06,2.183e-08
390,191,4.559e-06,1.865e-08
390,21,4.573e-06,2.125e-08
390,210,4.484e-06,1.638e-08
390,228,4.508e-06,1.581e-08
390,232,4.511e-06,1.82e-08
390,239,4.473e-06,9.787e-09
390,33,4.585e-06,1.469e-08
390,58,4.579e-06,2.076e-08
390,67,4.575e-06,1.915e-08
390,82,4.551e-06,1.875e-08
390,85,4.57e-06,1.426e-08
390,88,4.559e-06,1.714e-08
390,89,4.554e-06,1.776e-08
390,95,4.58e-06,1.996e-08
391,118,4.509e-06,1.481e-08
391,12,4.542e-06,1.935e-08
391,194,4.485e-06,1.629e-08
391,199,4.485e-06,1.852e-08
391,216,4.486e-06,1.887e-08
391,222,4.433e-06,2.354e-08
391,26,4.523e-06,1.866e-08
391,32,4.544e-06,1.672e-08
391,4,4.525e-06,2.01e-08
391,52,4.536e-06,1.667e-08
391,55,4.524e-06,1.757e-08
391,56,4.544e-06,1.797e-08
391,71,4.553e-06,1.775e-08
391,76,4.531e-06,1.931e-08
392,120,4.487e-06,1.934e-08
392,121,4.46e-06,1.79e-08
392,122,4.463e-06,2.12e-08
392,143,4.469e-06,1.679e-08
392,144,4.463e-06,1.635e-08
392,147,4.463e-06,9.054e-09
392,150,4.431e-06,2.05e-08
392,155,4.455e-06,1.39e-08
392,180,4.465e-06,1.47e-08
392,20,4.488e-06,1.876e-08
392,231,4.375e-06,1.915e-08
392,25,4.51e-06,1.587e-08
392,32,4.495e-06,1.756e-08
392,33,4.484e-06,1.689e-08
392,54,4.47e-06,1.67e-08
392,68,4.46e-06,1.527e-08
393,1,4.458e-06,1.562e-08
393,102,4.425e-06,1.838e-08
393,114,4.435e-06,2.485e-08
393,119,4.434e-06,2.733e-08
393,140,4.433e-06,1.801e-08
393,143,4.418e-06,1.893e-08
393,177,4.39e-06,1.654e-08
393,189,4.414e-06,1.932e-08
393,194,4.382e-06,1.423e-08
393,197,4.383e-06,1.801e-08
393,210,4.373e-06,1.96e-08
393,240,4.354e-06,1.744e-08
393,245,4.353e-06,2.225e-08
393,25,4.432e-06,1.291e-08
393,40,4.443e-06,1.972e-08
393,97,4.442e-06,1.768e-08
394,11,4.403e-06,2.273e-08
394,119,4.371e-06,1.813e-08
394,124,4.377e-06,1.633e-08
394,133,4.355e-06,1.611e-08
394,137,4.369e-06,1.689e-08
394,157,4.389e-06,2.028e-08
394,159,4.379e-06,2.154e-08
394,163,4.369e-06,2.084e-08
394,166,4.353e-06,2.106e-08
394,178,4.363e-06,1.744e-08
394,189,4.345e-06,2.135e-08
394,193,4.367e-06,1.75e-08
394,2,4.386e-06,2.021e-08
394,248,4.271e-06,1.902e-08
394,3,4.399e-06,1.854e-08
394,4,4.417e-06,2.012e-08
394,89,4.391e-06,1.684e-08
395,115,4.325e-06,1.8e-08
395,116,4.339e-06,2.08e-08
395,145,4.312e-06,1.849e-08
395,15,4.373e-06,1.867e-08
395,16,4.362e-06,1.818e-08
395,176,4.335e-06,1.838e-08
395,187,4.302e-06,1.475e-08
395,199,4.321e-06,1.632e-08
395,208,4.302e-06,1.505e-08
395,230,4.281e-06,1.658e-08
395,56,4.356e-06,2.106e-08
395,7,4.325e-06,1.95e-08
395,86,4.326e-06,1.651e-08
395,92,4.348e-06,2.016e-08
396,103,4.278e-06,1.537e-08
396,110,4.28e-06,1.787e-08
396,12,4.312e-06,1.866e-08
396,120,4.288e-06,2.009e-08
396,122,4.291e-06,1.784e-08
396,14,4.281e-06,2.165e-08
396,152,4.281e-06,1.591e-08
396,157,4.289e-06,1.588e-08
396,161,4.271e-06,1.817e-08
396,204,4.248e-06,1.757e-08
396,230,4.246e-06,1.652e-08
396,234,4.237e-06,1.775e-08
396,235,4.203e-06,1.898e-08
396,239,4.226e-06,2.125e-08
396,27,4.3e-06,1.92e-08
396,30,4.32e-06,2.088e-08
396,45,4.312e-06,1.486e-08
396,9,4.308e-06,1.974e-08
396,96,4.28e-06,1.769e-08
397,116,4.267e-06,1.546e-08
397,127,4.262e-06,1.296e-08
397,137,4.235e-06,1.881e-08
397,14,4.25e-06,2.176e-08
397,144,4.248e-06,1.779e-08
397,173,4.229e-06,1.476e-08
397,198,4.258e-06,1.794e-08
397,207,4.216e-06,1.659e-08
397,213,4.194e-06,1.653e-08
397,235,4.181e-06,2.368e-08
397,236,4.191e-06,1.636e-08
397,240,4.187e-06,2.298e-08
397,34,4.275e-06,1.391e-08
397,38,4.252e-06,1.77e-08
397,48,4.258e-06,1.86e-08
397,61,4.253e-06,1.31e-08
397,66,4.257e-06,2.059e-08
397,75,4.264e-06,2.051e-08
398,101,4.235e-06,1.967e-08
398,117,4.19e-06,1.712e-08
398,118,4.216e-06,1.589e-08
398,163,4.169e-06,1.716e-08
398,170,4.21e-06,1.729e-08
398,184,4.194e-06,1.81e-08
398,209,4.157e-06,1.626e-08
398,212,4.186e-06,1.532e-08
398,23,4.219e-06,1.828e-08
398,24,4.231e-06,1.663e-08
398,31,4.214e-06,1.603e-08
398,35,4.226e-06,1.408e-08
398,51,4.235e-06,1.574e-08
398,62,4.201e-06,1.961e-08
398,69,4.232e-06,1.745e-08
398,90,4.231e-06,1.731e-08
398,95,4.178e-06,1.757e-08
399,10,4.194e-06,1.881e-08
399,100,4.17e-06,1.586e-08
399,125,4.179e-06,1.565e-08
399,131,4.158e-06,2.24e-08
399,135,4.185e-06,1.892e-08
399,172,4.149e-06,1.601e-08
399,18,4.18e-06,1.624e-08
399,188,4.136e-06,1.466e-08
399,196,3.962e-05,1.149e-07
399,213,4.098e-06,2.207e-08
399,215,4.123e-06,1.469e-08
399,249,4.1e-06,1.904e-08
399,47,4.138e-06,1.62e-08
399,51,4.169e-06,1.784e-08
399,87,4.198e-06,1.918e-08
399,96,4.18e-06,1.571e-08
400,109,8.702e-07,2.61e-09
400,136,4.109e-06,1.717e-08
400,158,4.127e-06,2.002e-08
400,159,4.12e-06,2.03e-08
400,161,4.112e-06,1.663e-08
400,172,4.089e-06,1.518e-08
400,180,4.109e-06,1.632e-08
400,201,4.076e-06,1.61e-08
400,208,4.054e-06,1.446e-08
400,211,4.095e-06,1.893e-08
400,227,4.057e-06,1.625e-08
400,42,4.116e-06,1.625e-08
400,60,4.118e-06,1.768e-08
400,61,4.145e-06,1.353e-08
400,79,4.145e-06,1.933e-08
400,80,4.136e-06,1.822e-08
400,81,4.156e-06,1.678e-08
400,91,4.11e-06,1.677e-08
401,114,4.084e-06,1.727e-08
401,129,4.09e-06,1.738e-08
401,134,4.078e-06,1.672e-08
401,166,4.056e-06,2.016e-08
401,173,4.086e-06,1.803e-08
401,18,4.11e-06,1.632e-08
401,181,4.076e-06,1.936e-08
401,186,4.066e-06,1.446e-08
401,218,4.014e-06,1.788e-08
401,233,4.026e-06,1.603e-08
401,248,3.999e-06,1.697e-08
401,32,4.093e-06,1.688e-08
401,61,4.08e-06,1.445e-08
401,94,4.049e-06,1.795e-08
401,95,4.101e-06,1.586e-08
402,110,4.037e-06,1.738e-08
402,121,4.039e-06,1.507e-08
402,143,4.009e-06,1.594e-08
402,145,4.037e-06,1.914e-08
402,179,4.022e-06,1.007e-08
402,181,4.008e-06,2.126e-08
402,189,4.025e-06,1.583e-08
402,214,3.988e-06,1.603e-08
402,231,3.966e-06,1.434e-08
402,237,3.983e-06,1.407e-08
402,26,4.008e-06,2.157e-08
402,42,4.037e-06,1.611e-08
402,43,4.059e-06,1.791e-08
402,70,4.077e-06,1.559e-08
403,102,4.003e-06,1.723e-08
403,105,4.017e-06,1.486e-08
403,106,3.978e-06,1.48e-08
403,121,3.981e-06,1.989e-08
403,134,3.987e-06,1.52e-08
403,137,4.001e-06,1.861e-08
403,145,3.989e-06,1.701e-08
403,173,3.996e-06,2.06e-08
403,199,3.968e-06,1.797e-08
403,242,3.91e-06,1.405e-08
403,27,3.993e-06,1.418e-08
403,42,4.009e-06,1.441e-08
403,69,3.997e-06,1.635e-08
404,111,3.943e-06,1.848e-08
404,132,3.954e-06,1.807e-08
404,137,3.939e-06,1.366e-08
404,159,3.974e-06,1.477e-08
404,171,3.949e-06,1.396e-08
404,175,1.314e-06,5.181e-09
404,189,3.933e-06,2.153e-08
404,198,3.943e-06,1.469e-08
404,209,3.919e-06,1.517e-08
404,226,3.914e-06,1.335e-08
404,23,4.004e-06,1.886e-08
404,239,3.873e-06,1.654e-08
404,42,3.966e-06,2.254e-08
404,46,3.965e-06,1.692e-08
404,67,3.956e-06,1.726e-08
404,72,3.96e-06,1.702e-08
404,95,3.966e-06,1.568e-08
404,99,3.95e-06,1.75e-08
405,130,3.921e-06,1.473e-08
405,145,3.905e-06,1.82e-08
405,147,3.906e-06,1.508e-08
405,151,3.942e-06,1.662e-08
405,16,3.935e-06,1.55e-08
405,208,3.152e-06,1.515e-08
405,214,3.575e-06,1.529e-08
405,220,3.882e-06,1.71e-08
405,226,3.854e-06,1.381e-08
405,232,3.867e-06,1.563e-08
405,233,3.874e-06,1.491e-08
405,27,3.939e-06,1.64e-08
405,44,3.917e-06,1.573e-08
405,47,3.904e-06,1.582e-08
405,48,3.92e-06,1.754e-08
405,57,3.909e-06,1.57e-08
405,63,3.944e-06,1.461e-08
405,92,3.933e-06,1.598e-08
406,109,3.914e-06,1.381e-08
406,11,3.896e-06,1.631e-08
406,116,3.886e-06,1.576e-08
406,137,3.875e-06,1.606e-08
406,138,3.872e-06,1.52e-08
406,140,3.893e-06,1.735e-08
406,148,3.885e-06,1.617e-08
406,176,3.855e-06,1.608e-08
406,195,3.862e-06,1.432e-08
406,221,3.841e-06,1.513e-08
406,230,3.807e-06,1.501e-08
406,32,3.889e-06,1.629e-08
406,33,3.878e-06,1.825e-08
406,48,3.879e-06,1.467e-08
406,5,3.883e-06,1.397e-08
406,70,3.88e-06,1.401e-08
406,85,3.869e-06,1.429e-08
406,88,3.89e-06,1.76e-08
406,93,3.886e-06,2.286e-08
407,10,3.859e-06,1.718e-08
407,109,3.844e-06,1.503e-08
407,136,3.85e-06,1.491e-08
407,161,3.829e-06,1.839e-08
407,167,3.824e-06,1.676e-08
407,183,3.814e-06,1.345e-08
407,186,3.806e-06,1.379e-08
407,187,3.817e-06,1.614e-08
407,48,3.849e-06,1.688e-08
407,64,3.857e-06,1.213e-08
407,80,3.846e-06,1.735e-08
408,12,3.818e-06,1.627e-08
408,124,3.802e-06,1.621e-08
408,143,3.809e-06,1.756e-08
408,174,3.76e-06,1.654e-08
408,203,3.764e-06,1.309e-08
408,205,3.795e-06,1.429e-08
408,219,3.773e-06,1.651e-08
408,224,3.746e-06,1.779e-08
408,27,3.823e-06,1.911e-08
408,32,3.812e-06,1.985e-08
408,66,3.803e-06,1.776e-08
408,8,3.815e-06,1.454e-08
409,13,3.79e-06,1.655e-08
409,132,3.755e-06,1.452e-08
409,145,3.761e-06,1.495e-08
409,168,3.761e-06,1.5e-08
409,174,3.764e-06,1.744e-08
409,175,3.737e-06,1.411e-08
409,177,3.732e-06,1.863e-08
409,211,3.728e-06,1.345e-08
409,232,3.722e-06,1.423e-08
409,235,3.702e-06,1.21e-08
409,239,3.679e-06,1.457e-08
409,246,3.693e-06,1.526e-08
409,35,3.787e-06,1.493e-08
409,37,3.757e-06,1.516e-08
409,68,3.788e-06,1.7e-08
409,73,3.791e-06,1.871e-08
409,80,2.284e-05,5.582e-08
410,125,3.721e-06,2.032e-08
410,13,3.748e-06,1.695e-08
410,131,3.717e-06,1.212e-08
410,142,3.741e-06,2.036e-08
410,148,3.725e-06,1.89e-08
410,169,3.703e-06,1.356e-08
410,183,3.702e-06,1.418e-08
410,184,3.724e-06,1.525e-08
410,197,3.696e-06,1.53e-08
410,198,3.711e-06,1.483e-08
410,44,3.724e-06,1.797e-08
410,54,3.73e-06,1.177e-08
410,68,3.743e-06,1.6e-08
411,106,3.71e-06,1.751e-08
411,124,3.704e-06,1.251e-08
411,129,3.691e-06,1.352e-08
411,132,3.672e-06,1.306e-08
411,143,3.688e-06,1.665e-08
411,163,3.68e-06,1.399e-08
411,172,3.709e-06,1.495e-08
411,177,3.697e-06,1.695e-08
411,193,3.688e-06,1.436e-08
411,194,3.696e-06,1.768e-08
411,206,1.208e-06,4.027e-09
411,21,3.701e-06,1.552e-08
411,31,3.701e-06,1.559e-08
411,32,3.696e-06,1.829e-08
411,38,3.712e-06,8.569e-09
411,4,3.709e-06,2.206e-08
411,51,3.698e-06,2.06e-08
411,56,3.712e-06,1.565e-08
411,94,3.715e-06,1.599e-08
411,95,3.69e-06,1.433e-08
412,10,3.661e-06,1.341e-08
412,11,3.678e-06,1.517e-08
412,142,3.645e-06,1.342e-08
412,16,3.664e-06,1.59e-08
412,166,3.635e-06,1.684e-08
412,198,3.619e-06,7.329e-09
412,207,3.618e-06,1.375e-08
412,208,3.623e-06,1.591e-08
412,219,3.6e-06,1.55e-08
412,246,3.577e-06,1.529e-08
412,51,3.661e-06,1.271e-08
412,54,3.668e-06,1.544e-08
412,63,3.648e-06,1.489e-08
412,96,3.648e-06,1.583e-08
412,99,3.648e-06,1.551e-08
413,113,3.607e-06,1.448e-08
413,133,3.619e-06,1.469e-08
413,136,3.609e-06,1.294e-08
413,140,3.63e-06,1.455e-08
413,15,3.603e-06,1.204e-08
413,152,3.631e-06,1.599e-08
413,187,3.58e-06,1.554e-08
413,193,3.596e-06,1.472e-08
413,227,3.558e-06,1.384e-08
413,231,3.576e-06,1.524e-08
413,24,3.611e-06,1.662e-08
413,247,3.568e-06,1.344e-08
413,56,3.622e-06,1.381e-08
413,77,3.609e-06,1.28e-08
413,92,3.642e-06,1.331e-08
414,10,3.594e-06,1.433e-08
414,108,3.594e-06,1.544e-08
414,115,3.587e-06,1.824e-08
414,131,3.576e-06,1.444e-08
414,14,3.595e-06,1.504e-08
414,159,3.548e-06,1.349e-08
414,167,3.579e-06,2.039e-08
414,168,3.563e-06,1.264e-08
414,190,3.57e-06,1.581e-08
414,198,3.535e-06,1.634e-08
414,208,3.547e-06,1.438e-08
414,213,3.554e-06,1.422e-08
414,224,3.526e-06,1.354e-08
414,230,3.559e-06,1.455e-08
414,29,3.599e-06,1.475e-08
414,3,3.597e-06,1.263e-08
414,41,3.599e-06,1.192e-08
414,82,3.573e-06,1.708e-08
414,85,3.582e-06,1.576e-08
415,101,3.561e-06,1.443e-08
415,102,3.547e-06,1.37e-08
415,115,3.531e-06,1.856e-08
415,119,3.551e-06,1.358e-08
415,127,3.539e-06,1.473e-08
415,138,3.544e-06,1.943e-08
415,158,3.542e-06,1.44e-08
415,170,3.549e-06,1.553e-08
415,18,3.544e-06,1.73e-08
415,187,3.547e-06,1.599e-08
415,192,3.515e-06,1.518e-08
415,193,3.517e-06,1.295e-08
415,199,3.507e-06,1.651e-08
415,201,3.529e-06,1.128e-08
415,204,3.518e-06,9.915e-09
415,206,3.51e-06,1.314e-08
415,230,3.485e-06,1.042e-08
415,45,3.557e-06,1.57e-08
415,53,3.566e-06,1.326e-08
415,63,3.531e-06,1.653e-08
415,81,3.561e-06,1.422e-08
416,110,3.524e-06,1.31e-08
416,118,3.509e-06,1.487e-08
416,137,3.505e-06,1.34e-08
416,15,3.528e-06,1.263e-08
416,165,3.501e-06,1.458e-08
416,170,3.492e-06,1.662e-08
416,198,3.482e-06,1.604e-08
416,203,3.5e-06,1.434e-08
416,205,3.484e-06,1.41e-08
416,226,3.474e-06,1.506e-08
416,240,3.452e-06,1.448e-08
416,244,3.437e-06,1.149e-08
416,58,3.527e-06,1.669e-08
416,83,3.518e-06,1.599e-08
416,91,3.528e-06,1.465e-08
417,1,3.491e-06,1.784e-08
417,115,3.486e-06,1.471e-08
417,121,3.457e-06,1.255e-08
417,128,3.464e-06,1.671e-08
417,14,3.492e-06,1.311e-08
417,152,3.5e-06,1.808e-08
417,209,3.431e-06,1.754e-08
417,31,3.5e-06,1.39e-08
417,38,3.493e-06,1.28e-08
417,41,3.503e-06,1.339e-08
417,49,3.473e-06,1.275e-08
417,5,3.495e-06,1.696e-08
417,53,3.465e-06,1.428e-08
417,60,3.475e-06,1.452e-08
417,98,3.471e-06,1.259e-08
418,137,3.439e-06,1.251e-08
418,158,3.446e-06,1.466e-08
418,167,3.43e-06,1.582e-08
418,18,3.441e-06,1.43e-08
418,197,3.414e-06,1.34e-08
418,224,3.412e-06,1.305e-08
418,226,3.414e-06,1.597e-08
418,235,3.376e-06,1.482e-08
418,245,3.392e-06,1.626e-08
418,26,4.876e-05,1.159e-07
418,33,3.49e-06,1.745e-08
418,41,3.434e-06,1.232e-08
418,57,1.173e-05,2.539e-08
418,66,3.459e-06,1.459e-08
418,67,3.454e-06,1.408e-08
418,8,3.437e-06,1.486e-08
418,87,3.453e-06,1.448e-08
419,115,3.421e-06,1.56e-08
419,12,3.409e-06,1.452e-08
419,161,3.39e-06,1.162e-08
419,187,3.41e-06,1.402e-08
419,20,3.409e-06,1.45e-08
419,209,3.375e-06,1.233e-08
419,223,3.374e-06,1.378e-08
419,230,3.351e-06,1.278e-08
419,243,3.36e-06,1.351e-08
419,37,3.39e-06,1.766e-08
419,52,3.414e-06,1.299e-08
419,71,3.408e-06,1.553e-08
419,80,3.438e-06,1.734e-08
419,86,3.412e-06,1.436e-08
419,87,3.411e-06,1.68e-08
420,118,3.368e-06,1.424e-08
420,136,3.377e-06,1.491e-08
420,138,3.38e-06,1.811e-08
420,151,3.357e-06,1.291e-08
420,17,3.377e-06,1.808e-08
420,186,3.338e-06,1.545e-08
420,212,3.343e-06,1.518e-08
420,221,3.344e-06,1.182e-08
420,224,3.333e-06,1.204e-08
420,237,3.309e-06,1.405e-08
420,243,3.323e-06,1.725e-08
420,53,3.371e-06,1.635e-08
420,60,3.362e-06,1.216e-08
420,63,3.395e-06,1.331e-08
420,71,3.376e-06,1.444e-08
421,1,3.352e-06,1.423e-08
421,102,3.36e-06,1.518e-08
421,109,3.322e-06,1.237e-08
421,115,3.329e-06,1.673e-08
421,122,3.333e-06,1.347e-08
421,156,3.329e-06,1.264e-08
421,160,3.329e-06,1.795e-08
421,162,3.33e-06,1.493e-08
421,163,3.335e-06,1.183e-08
421,187,3.311e-06,1.397e-08
421,204,3.322e-06,1.55e-08
421,21,3.343e-06,1.609e-08
421,237,3.282e-06,1.326e-08
421,24,3.339e-06,1.626e-08
421,29,3.369e-06,1.63e-08
421,54,3.348e-06,1.472e-08
421,73,3.357e-06,1.234e-08
422,1,3.318e-06,1.053e-08
422,13,3.314e-06,1.262e-08
422,137,6.44e-06,2.362e-08
422,139,3.3e-06,1.491e-08
422,153,3.297e-06,1.331e-08
422,169,3.28e-06,1.177e-08
422,226,3.256e-06,1.733e-08
422,227,3.275e-06,1.154e-08
422,25,3.328e-06,1.483e-08
422,78,3.317e-06,1.336e-08
422,95,3.305e-06,1.35e-08
423,102,3.271e-06,1.234e-08
423,131,3.276e-06,1.159e-08
423,164,3.259e-06,1.576e-08
423,168,3.268e-06,1.114e-08
423,171,3.285e-06,1.348e-08
423,174,3.26e-06,1.291e-08
423,204,3.24e-06,1.28e-08
423,26,3.283e-06,1.478e-08
423,41,3.296e-06,1.288e-08
423,54,3.284e-06,1.29e-08
423,64,3.293e-06,1.285e-08
423,76,3.286e-06,1.219e-08
423,84,3.284e-06,1.333e-08
424,129,3.239e-06,1.274e-08
424,137,3.225e-06,1.416e-08
424,138,3.229e-06,1.41e-08
424,144,3.256e-06,1.285e-08
424,197,3.215e-06,1.534e-08
424,210,3.215e-06,1.179e-08
424,30,3.276e-06,1.458e-08
424,33,3.252e-06,1.453e-08
424,36,3.259e-06,8.481e-09
424,50,3.264e-06,8.893e-09
424,51,3.245e-06,1.321e-08
424,54,3.237e-06,1.433e-08
424,61,3.254e-06,1.571e-08
424,74,3.232e-06,1.471e-08
424,81,3.235e-06,1.319e-08
424,84,3.263e-06,1.333e-08
425,1,3.228e-06,1.446e-08
425,102,3.228e-06,1.293e-08
425,107,3.226e-06,1.244e-08
425,133,3.216e-06,1.301e-08
425,140,3.211e-06,1.262e-08
425,199,3.19e-06,9.723e-09
425,21,3.236e-06,1.505e-08
425,221,3.182e-06,1.673e-08
425,235,3.161e-06,1.394e-08
